Street,Ward,District,Prices,Area,toFace,type,certificate,width,length,floors,Location
 Ông Ích Khiêm,Thanh Bình,hải châu,1.521251018,0.567753953,Đông,Nhà mặt tiền,Giấy tờ hợp lệ,-0.650100777,1.519443459,6,"16.07838,108.21186"
 Núi Thành,Hòa Thuận Đông,hải châu,-0.320533693,-0.633076722,Tây,Nhà trong hẻm,Giấy tờ hợp lệ,-0.384833433,-0.736436097,3,"16.03194,108.22279"
 Núi Thành,Hòa Cường Bắc,hải châu,-0.647348158,-0.826067366,Nam,Nhà trong hẻm,Giấy tờ hợp lệ,0.290586484,-1.331095819,3,"16.03194,108.22279"
 Huỳnh Tấn Phát,Hòa Cường Bắc,hải châu,1.207649766,0.288989689,Tây,Nhà mặt tiền,Giấy tờ hợp lệ,-0.384833433,0.476099164,3,"16.03781,108.21405"
 Đinh Công Tráng,Hải Châu I,hải châu,0.272317687,-0.525859697,Nam,Nhà mặt tiền,Giấy tờ hợp lệ,-0.763786782,-0.172466208,3,"16.08876,108.21712"
 Ông Ích Khiêm,Thanh Bình,hải châu,1.521251018,0.567753953,Đông,Nhà mặt tiền,Giấy tờ hợp lệ,-0.650100777,1.519443459,6,"16.07838,108.21186"
 Núi Thành,Hòa Thuận Đông,hải châu,-0.320533693,-0.633076722,Tây,Nhà trong hẻm,Giấy tờ hợp lệ,-0.384833433,-0.736436097,3,"16.03194,108.22279"
 Núi Thành,Hòa Cường Bắc,hải châu,-0.647348158,-0.826067366,Nam,Nhà trong hẻm,Giấy tờ hợp lệ,0.290586484,-1.331095819,3,"16.03194,108.22279"
 Huỳnh Tấn Phát,Hòa Cường Bắc,hải châu,1.207649766,0.288989689,Tây,Nhà mặt tiền,Giấy tờ hợp lệ,-0.384833433,0.476099164,3,"16.03781,108.21405"
 Đinh Công Tráng,Hải Châu I,hải châu,0.272317687,-0.525859697,Nam,Nhà mặt tiền,Giấy tờ hợp lệ,-0.763786782,-0.172466208,3,"16.08876,108.21712"
 Trần Cao Vân,Tam Thuận,thanh khê,-0.594973102,-0.440086078,Tây Nam,Nhà trong hẻm,Giấy tờ hợp lệ,-0.763786782,0.109518737,3,"16.0738,108.20758"
 Cù Chính Lan,Hòa Khê,thanh khê,-1.276499309,-0.783180556,Bắc,Nhà trong hẻm,Giấy tờ hợp lệ,-0.763786782,-0.595443624,3,"16.0714016,108.19120789"
 Lê Ấm,Hòa Xuân,cẩm lệ,0.371614952,0.331876499,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,-0.384833433,0.532496153,3,"16.00192,108.207"
 Trần Xuân Lê,Hòa Khê,thanh khê,-1.170658141,-1.683803562,Tây Bắc,Nhà trong hẻm,Giấy tờ hợp lệ,-0.763786782,-0.172466208,2,"16.059,108.18735"
 Phạm Phú Tiết,Hòa Cường Bắc,hải châu,1.708778523,2.368999964,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,1.509933313,0.461999917,3,"16.06744,108.22425"
 Tiểu La,Hòa Cường Bắc,hải châu,-0.571793983,-0.740293746,Đông Bắc,Nhà trong hẻm,Giấy tờ hợp lệ,-0.384833433,-0.877428569,3,"16.04649,108.22182"
 Núi Thành,Hòa Cường Bắc,hải châu,1.931363502,0.061022648,Tây,Nhà mặt tiền,Giấy tờ hợp lệ,1.509933313,0.532496153,5,"16.03194,108.22279"
 Tiểu La,Hòa Cường Bắc,hải châu,-0.062431679,0.224659474,Đông Bắc,Nhà trong hẻm,Giấy tờ hợp lệ,0.373073266,-0.454451152,3,"16.04649,108.22182"
 Lê Đình Lý,Hòa Thuận Tây,hải châu,-0.176285929,-0.633076722,Bắc,Nhà trong hẻm,Giấy tờ hợp lệ,0.752026615,-1.300405985,4,"16.0516,108.20992"
 Tiểu La,Hòa Cường Nam,hải châu,-0.558068525,-1.705246967,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.574310107,-0.736436097,3,"16.04649,108.22182"
 Mộc Bài 8,Hòa Minh,liên chiểu,-0.795320814,0.11744245,Không,Nhà mặt tiền,Giấy tờ hợp lệ,-0.384833433,0.250511209,2,"16.06354,108.16212"
 Hải Phòng,Chính Gián,thanh khê,-1.860538148,-0.93328439,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.687996112,-0.891527816,2,"16.07085,108.20893"
 Phạm Như Xương,Hòa Khánh Nam,liên chiểu,-1.963400424,-0.633076722,Không,Nhà trong hẻm,Giấy tờ hợp lệ,1.055189294,-1.300405985,1,"16.06383,108.14822"
 Lâm Hoành,Phước Mỹ,sơn trà,-0.642506179,-0.375755863,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.687996112,0.067220995,3,"16.06168,108.24547"
 Hải Phòng,Chính Gián,thanh khê,-1.942171015,-1.726690372,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.650100777,-0.919726311,2,"16.07085,108.20893"
 Lâm Hoành,Phước Mỹ,sơn trà,-0.642506179,-0.375755863,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.687996112,0.067220995,3,"16.06168,108.24547"
 Hải Phòng,Chính Gián,thanh khê,-1.942171015,-1.726690372,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.650100777,-0.919726311,2,"16.07085,108.20893"
 2/9,Hòa Cường,hải châu,-0.889495059,-0.440086078,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.763786782,0.250511209,1,"16.08311,108.22194"
 Hải Phòng,Chính Gián,thanh khê,-2.443804979,-0.868954176,Không,Nhà trong hẻm,Giấy tờ hợp lệ,0.221491926,-1.441398458,1,"16.07085,108.20893"
 Trần Cao Vân,Tân Chính,thanh khê,-1.298502465,-0.847510771,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.005880084,-1.300405985,2,"16.0738,108.20758"
 Núi Thành,Hòa Cường Bắc,hải châu,-1.62251264,-0.93328439,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.763786782,-0.877428569,3,"16.03194,108.22279"
 Phan Châu Trinh,Phước Ninh,hải châu,-1.71369884,-1.705246967,Đông,Nhà trong hẻm,Giấy tờ hợp lệ,-0.763786782,-0.440351905,2,"16.05775,108.21896"
 Tô Hiệu,Hòa Minh,liên chiểu,-1.373992627,0.331876499,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.384833433,0.532496153,2,"16.06424,108.16672"
 Hoàng Văn Thái,Hòa Minh,liên chiểu,-1.71369884,-1.640916752,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.384833433,0.109518737,1,"16.05849,108.15735"
 Ngô Thì Nhậm,Hòa Minh,liên chiểu,-1.62251264,-0.525859697,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.953263456,0.250511209,1,"16.07022,108.15347"
 Núi Thành,Hòa Thuận Đông,hải châu,-0.74258305,-0.890397581,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.687996112,-0.736436097,3,"16.03194,108.22279"
 Nguyễn Du,Thạch Thang,hải châu,-1.103723409,-0.675963532,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.384833433,-0.806932333,1,"16.07874,108.22068"
 Hùng Vương,Vĩnh Trung,thanh khê,-2.017513543,-0.954727795,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-1.142740131,-0.31345868,1,"16.06689,108.21214"
 Hoàng Diệu,Hòa Thuận Đông,hải châu,-0.716908071,-1.705246967,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.384833433,4.903262791,3,"16.05467,108.21737"
 Trần Cao Vân,Thạc Gián,thanh khê,-1.578586691,-0.611633317,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.574310107,-0.736436097,2,"16.0738,108.20758"
 Cách Mạng Tháng 8,Hòa Thọ Đông,cẩm lệ,0.70457886,0.246102879,Không,Nhà mặt tiền,Giấy tờ hợp lệ,-0.384833433,0.391503681,6,"16.0215783,108.21282"
 Dũng Sĩ Thanh Khê,Thanh Khê Tây,thanh khê,-0.609066182,-1.640916752,Không,Nhà trong hẻm,Giấy tờ hợp lệ,0.752026615,-0.877428569,3,"16.07597,108.17332"
 Hùng Vương,Tam Thuận,thanh khê,-0.001883917,-1.576586537,Không,Nhà trong hẻm,Giấy tờ hợp lệ,0.221491926,0.109518737,2,"16.06689,108.21214"
 Lê Đình Lý,Vĩnh Trung,thanh khê,-1.535714738,-0.954727795,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.650100777,-0.947924805,1,"16.05515,108.21073"
 Mai Đăng Chơn,Hòa Quý,ngũ hành sơn,-1.413030766,0.331876499,Không,Nhà mặt tiền,Giấy tờ hợp lệ,-0.384833433,0.532496153,1,"15.97666,108.23309"
 Hải Phòng,Chính Gián,thanh khê,-0.74258305,-0.418642673,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.498519437,-0.31345868,2,"16.07085,108.20893"
 Hoàng Diệu,Hòa Thuận Đông,hải châu,-1.578586691,-1.705246967,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.005880084,-1.018421041,2,"16.05467,108.21737"
 Mẹ Thứ,Hòa Xuân,cẩm lệ,-0.031772946,0.867961621,Không,Nhà mặt tiền,Giấy tờ hợp lệ,-0.384833433,1.096466042,3,"16.00062,108.21767"
 Hoàng Diệu,Nam Dương,hải châu,-1.80964305,-0.9761712,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-1.142740131,-0.172466208,1,"16.05467,108.21737"
 Hải Phòng,Chính Gián,thanh khê,-1.667535063,-0.847510771,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.384833433,-1.018421041,1,"16.07085,108.20893"
 Đỗ Bá,Mỹ An,ngũ hành sơn,1.076552449,-0.311425648,Không,Nhà mặt tiền,Giấy tờ hợp lệ,-0.384833433,-0.31345868,3,"16.05193,108.24696"
 Trần Cao Vân,Tân Chính,thanh khê,0.856538677,-0.654520127,Không,Nhà mặt tiền,Giấy tờ hợp lệ,0.752026615,-1.300405985,3,"16.0738,108.20758"
 Lê Đình Lý,Hòa Thuận Đông,hải châu,-0.850000701,-1.705246967,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-1.104844796,0.109518737,3,"16.0516,108.20992"
 Hoàng Diệu,Hòa Thuận Đông,hải châu,-0.995997861,-0.397199268,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.005880084,-0.454451152,2,"16.05467,108.21737"
 Hoàng Diệu,Hòa Thuận Đông,hải châu,-2.017513543,-0.847510771,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.384833433,-1.018421041,2,"16.05467,108.21737"
 Hà Huy Tập,Hòa Khê,thanh khê,-1.535714738,-0.354312458,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.574310107,-0.172466208,2,"16.0704,108.19171"
 Mẹ Hiền,Thanh Khê Tây,thanh khê,-1.963400424,-0.890397581,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.005880084,-1.159413513,2,"16.06957,108.17761"
 Phan Tứ,Mỹ An,ngũ hành sơn,0.692401774,0.353319904,Không,Nhà mặt tiền,Giấy tờ hợp lệ,-0.687996112,1.096466042,4,"16.04607,108.24456"
 Tiểu La,Hòa Cường Bắc,hải châu,-0.093892632,0.932291836,Không,Nhà trong hẻm,Giấy tờ hợp lệ,3.404700059,-0.736436097,3,"16.04649,108.22182"
 Ông Ích Khiêm,Thanh Bình,hải châu,-0.716908071,-0.740293746,Không,Nhà trong hẻm,Giấy tờ hợp lệ,1.320456639,-1.511894694,3,"16.07838,108.21186"
 Nguyễn Huy Tưởng,Hòa Minh,liên chiểu,-1.71369884,0.674970977,Không,Nhà trong hẻm,Không có,-0.384833433,0.814481098,2,"16.05073,108.17021"
 Thái Thị Bôi,Chính Gián,thanh khê,-1.452973948,-0.525859697,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.574310107,-0.383954916,1,"16.06831,108.1972"
 Mai Lão Bạng,Thuận Phước,hải châu,-0.666881741,-0.740293746,Nam,Nhà trong hẻm,Giấy tờ hợp lệ,-0.763786782,-0.454451152,4,"16.08414,108.21865"
 Tạ Hiện,Hòa Cường Bắc,hải châu,-1.261989845,-0.547303102,Bắc,Nhà trong hẻm,Giấy tờ hợp lệ,-0.384833433,-0.595443624,3,"16.04203,108.21828"
 Nguyễn Văn Thoại,Mỹ An,ngũ hành sơn,-0.159361059,-0.525859697,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.384833433,-0.595443624,3,"16.05129,108.24253"
 Bế Văn Đàn,Hòa Khê,thanh khê,-1.298502465,-0.654520127,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.574310107,-0.595443624,2,"16.06502,108.19853"
 Tôn Đản,Hòa An,cẩm lệ,-1.123514128,0.546310548,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.309042763,0.673488625,2,"16.04509,108.18114"
 Trần Hưng Đạo,An Hải Tây,sơn trà,1.736222868,0.439093523,Không,Nhà mặt tiền,Giấy tờ hợp lệ,-0.384833433,0.673488625,8,"16.08968,108.22756"
 Huỳnh Ngọc Huệ,Hòa Khê,thanh khê,-1.536562112,0.288989689,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.426518301,0.532496153,2,"16.06024,108.18557"
 Hoàng Thúc Trâm,Hòa Cường Nam,hải châu,-0.618540301,-0.311425648,Không,Nhà trong hẻm,Giấy tờ hợp lệ,0.941503289,-1.103016524,2,"16.04274,108.21396"
 Lê Thiệt,Hòa Minh,liên chiểu,-0.423712953,-0.204208624,Không,Nhà mặt tiền,Giấy tờ hợp lệ,-0.574310107,-0.031473736,3,"16.08254,108.16033"
 Mẹ Nhu,Thanh Khê Tây,thanh khê,-0.228479697,-0.311425648,Không,Nhà mặt tiền,Giấy tờ hợp lệ,0.107805921,-0.736436097,3,"16.0669,108.17988"
 Huỳnh Ngọc Huệ,Hòa Khê,thanh khê,-1.667535063,-0.182765219,Không,Nhà trong hẻm,Giấy tờ hợp lệ,0.107805921,-0.595443624,2,"16.06024,108.18557"
 Lý Đạo Thành,An Hải Bắc,sơn trà,-0.001883917,0.331876499,Không,Nhà mặt tiền,Giấy tờ hợp lệ,-0.384833433,0.532496153,2,"16.08806,108.23958"
 An Nhơn 3,An Hải Bắc,sơn trà,0.371614952,0.07455564,Không,Nhà mặt tiền,Giấy tờ hợp lệ,0.107805921,-0.31345868,2,"16.06963,108.23429"
 Nguyễn Công Trứ,An Hải Tây,sơn trà,-2.201384379,-0.311425648,Không,Nhà trong hẻm,Giấy tờ hợp lệ,0.373073266,-0.877428569,1,"16.06847,108.23054"
 Trần Quang Diệu,An Hải Tây,sơn trà,-0.419592645,-0.525859697,Không,Nhà mặt tiền,Giấy tờ hợp lệ,-0.384833433,-0.595443624,2,"16.05464,108.23426"
 Lê Duẩn,Chính Gián,thanh khê,-0.935923219,-0.139878409,Nam,Nhà trong hẻm,Giấy tờ hợp lệ,1.067225181,-1.042141492,2,"16.06965,108.2106"
 Hà Huy Tập,Hòa Khê,thanh khê,-0.768716182,-0.718850341,Đông Bắc,Nhà trong hẻm,Giấy tờ hợp lệ,0.426668042,-1.280465642,3,"16.0704,108.19171"
 Hà Huy Tập,Hòa Khê,thanh khê,-0.423712953,0.353319904,Nam,Nhà trong hẻm,Giấy tờ hợp lệ,1.528833847,-0.870396482,3,"16.0704,108.19171"
 Hà Huy Tập,Hòa Khê,thanh khê,-1.320797839,-0.783180556,Nam,Nhà trong hẻm,Giấy tờ hợp lệ,-0.384833433,-0.933825558,3,"16.0704,108.19171"
 Huỳnh Ngọc Huệ,Hòa Khê,thanh khê,-2.14208398,-1.147718439,Đông Nam,Nhà trong hẻm,Giấy tờ hợp lệ,-0.169677226,-1.502340429,1,"16.06024,108.18557"
 Ông Ích Khiêm,Hải Châu II,hải châu,-0.594973102,-0.740293746,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.763786782,-0.524947388,3,"16.07838,108.21186"
 Cù Chính Lan,Thanh Khê Đông,thanh khê,-0.822410833,-0.354312458,Đông Nam,Nhà trong hẻm,Giấy tờ hợp lệ,0.845329193,-1.12469958,2,"16.0714016,108.19120789"
 Huỳnh Ngọc Huệ,Hòa Khê,thanh khê,-2.14208398,-1.147718439,Đông Nam,Nhà trong hẻm,Giấy tờ hợp lệ,-0.169677226,-1.502340429,1,"16.06024,108.18557"
 Ông Ích Khiêm,Hải Châu II,hải châu,-0.594973102,-0.740293746,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.763786782,-0.524947388,3,"16.07838,108.21186"
 Cù Chính Lan,Thanh Khê Đông,thanh khê,-0.822410833,-0.354312458,Đông Nam,Nhà trong hẻm,Giấy tờ hợp lệ,0.845329193,-1.12469958,2,"16.0714016,108.19120789"
 Tôn Đản,Hòa An,cẩm lệ,-1.191288789,-0.096991599,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.574310107,0.219179548,2,"16.04509,108.18114"
 Tiểu La,Hòa Cường Bắc,hải châu,-1.123514128,0.11744245,Không,Nhà trong hẻm,Giấy tờ hợp lệ,0.107805921,-0.172466208,1,"16.04649,108.22182"
 Điện Biên Phủ,Chính Gián,thanh khê,-0.193443816,-0.611633317,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.574310107,-0.454451152,4,"16.06715,108.196"
 Trưng Nhị,Hòa Thuận Tây,hải châu,-0.795320814,0.439093523,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.763786782,1.378450986,2,"16.04512,108.21105"
 Lâm Hoành,Phước Mỹ,sơn trà,-0.461374598,-0.375755863,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.763786782,0.081320242,3,"16.06168,108.24547"
 Hoàng Diệu,Bình Thuận,hải châu,-0.822410833,-0.740293746,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.195356758,-0.905627063,2,"16.05467,108.21737"
 Mai Lão Bạng,Thuận Phước,hải châu,-0.48275943,-0.740293746,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.384833433,-0.877428569,3,"16.08414,108.21865"
 Trưng Nữ Vương,Hòa Thuận Tây,hải châu,-0.26451249,-0.675963532,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.005880084,-1.018421041,4,"16.05375,108.21903"
 Lê Duẩn,Tân Chính,thanh khê,-1.413030766,-0.93328439,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.763786782,-0.736436097,2,"16.06965,108.2106"
 Trần Cao Vân,Xuân Hà,thanh khê,-0.228479697,-0.289982243,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.384833433,-0.31345868,3,"16.0738,108.20758"
 Lê Duẩn,Chính Gián,thanh khê,-0.379074077,-0.096991599,Không,Nhà trong hẻm,Không có,1.109861618,-1.026278282,3,"16.06965,108.2106"
 Tiểu La,Hòa Cường Bắc,hải châu,-0.618540301,-0.740293746,Nam,Nhà trong hẻm,Giấy tờ hợp lệ,-0.763786782,-0.524947388,4,"16.04649,108.22182"
 Lê Trọng Tấn,An Khê,thanh khê,0.256001994,-0.204208624,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,3.404700059,-1.58239093,3,"16.03537,108.19049"
 Bình Thái 4,Hòa Thọ Đông,cẩm lệ,-0.91834723,0.288989689,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,-0.384833433,0.476099164,2,"16.01393,108.20296"
 Tiểu La,Hòa Cường Bắc,hải châu,-0.795320814,-0.740293746,Đông,Nhà trong hẻm,Giấy tờ hợp lệ,-0.005880084,-1.112416023,3,"16.04649,108.22182"
 Hoàng Diệu,Bình Thuận,hải châu,-1.157047995,-0.740293746,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.309042763,-0.877428569,2,"16.05467,108.21737"
 Trưng Nữ Vương,Hòa Thuận Đông,hải châu,-1.413030766,-0.654520127,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.763786782,-0.341657175,2,"16.05375,108.21903"
 Hải Phòng,Tân Chính,thanh khê,0.083463986,-0.182765219,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.574310107,0.109518737,2,"16.07085,108.20893"
 Đặng Thùy Trâm,Hòa Thuận Tây,hải châu,0.083463986,0.331876499,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.384833433,0.532496153,2,"16.05255,108.20845"
 Hải Phòng,Tân Chính,thanh khê,-0.74258305,-0.418642673,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.498519437,-0.31345868,2,"16.07085,108.20893"
 Lý Tự Trọng,Thanh Bình,hải châu,-0.696689319,-0.096991599,Không,Nhà trong hẻm,Không có,-0.384833433,-0.031473736,2,"16.07853,108.21389"
 Ngô Quyền,Mân Thái,sơn trà,0.137035034,-0.096991599,Không,Nhà mặt tiền,Không có,1.109861618,-1.026278282,2,"16.09631,108.24529"
 An Thượng 1,Mỹ An,ngũ hành sơn,0.692553106,-0.525859697,Không,Nhà mặt tiền,Giấy tờ hợp lệ,-0.384833433,-0.595443624,4,"16.0499,108.2482"
 Phạm Cự Lượng,An Hải Bắc,sơn trà,1.351609949,1.189612695,Không,Nhà mặt tiền,Không có,0.827817285,0.109518737,3,"16.06044,108.23629"
 Tô Hiến Thành,Phước Mỹ,sơn trà,1.318376653,0.846518216,Không,Nhà mặt tiền,Giấy tờ hợp lệ,0.259387261,-0.031473736,5,"16.06028,108.24304"
 Trần Bạch Đằng,Phước Mỹ,sơn trà,1.884863335,-0.93328439,Không,Nhà mặt tiền,Giấy tờ hợp lệ,-0.384833433,4.480285375,7,"16.07994,108.23045"
 Nguyễn Duy Hiệu,An Hải Đông,sơn trà,1.469697183,1.940131866,Không,Nhà mặt tiền,Giấy tờ hợp lệ,0.373073266,1.237458514,3,"16.05584,108.23943"
 Hà Đặc,Phước Mỹ,sơn trà,1.568674468,0.061022648,Không,Nhà mặt tiền,Không có,1.509933313,0.814481098,2,"16.06596,108.24267"
 Châu Thị Vĩnh Tế,Mỹ An,ngũ hành sơn,1.370774227,0.503423738,Không,Nhà mặt tiền,Giấy tờ hợp lệ,-0.384833433,0.814481098,4,"16.04978,108.24072"
 Đoàn Khuê,Khuê Mỹ,ngũ hành sơn,0.392455779,0.331876499,Không,Nhà mặt tiền,Giấy tờ hợp lệ,-0.384833433,0.532496153,5,"16.02914,108.24223"
 Triệu Nữ Vương,Nam Dương,hải châu,1.931363502,1.575593983,Không,Nhà mặt tiền,Không có,0.48675927,0.673488625,3,"16.06485,108.21649"
 Đỗ Bá,Mỹ An,ngũ hành sơn,1.076456896,-0.311425648,Không,Nhà mặt tiền,Không có,0.890951013,-1.107725636,3,"16.05193,108.24696"
 Trưng Nữ Vương,Hòa Thuận Tây,hải châu,-0.642506179,-1.640916752,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.763786782,0.673488625,1,"16.05375,108.21903"
 Tiểu La,Hòa Cường Bắc,hải châu,-1.283801608,0.331876499,Không,Nhà trong hẻm,Giấy tờ hợp lệ,-0.763786782,1.237458514,1,"16.04649,108.22182"
 52 Đỗ Huy Uyển,An Hải Bắc,sơn trà,1.02723191,0.331876499,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,-0.384833433,0.532496153,3,"16.07518,108.23215"
 52 Đỗ Huy Uyển,An Hải Bắc,sơn trà,1.02723191,0.331876499,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,-0.384833433,0.532496153,3,"16.07518,108.23215"
 52 Dương Tự Minh,An Hải Bắc,sơn trà,1.157977571,0.010225425,Nam,Nhà mặt tiền,Giấy tờ hợp lệ,-0.384833433,0.109518737,3,"16.06716,108.24181"
 152 Lê Duẩn,Tân Chính,thanh khê,2.093420405,1.08239567,Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,-0.612205442,0.673488625,4,"16.070616,108.21475"
 152 Điện Biên Phủ,Chính Gián,thanh khê,1.122879687,-0.375755863,Nam,Nhà mặt tiền,Giấy tờ hợp lệ,-0.574310107,-0.172466208,4,"16.06585,108.19824"
 Mân Quang 7,Thọ Quang,sơn trà,-0.126190251,-0.204208624,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,-0.384833433,-0.172466208,2,"16.09356,108.24299"
 Cao Bá Quát,An Hải Tây,sơn trà,-0.159361059,-0.440086078,Đông,Nhà mặt tiền,Giấy tờ hợp lệ,-0.619784509,-0.242962444,1,"16.06433,108.23061"
 Dương Đức Hiền,Hòa Minh,liên chiểu,-1.373992627,-1.662360157,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,-0.574310107,-0.031473736,1,"16.08288,108.16057"
 Đồng Xoài,Hòa Minh,liên chiểu,-0.301588811,0.867961621,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,-0.384833433,1.237458514,3,"16.08053655,108.1579089"
 Đặng Minh Khiêm,Hòa Minh,liên chiểu,-0.795320814,-1.640916752,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,-0.384833433,0.0390225,1,"16.07042,108.17027"
 Lê Thiệt,Hòa Minh,liên chiểu,-1.233345291,-1.662360157,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,-0.574310107,-0.031473736,1,"16.08254,108.16033"
 Dương Tự Minh,Phước Mỹ,sơn trà,1.166496402,0.11744245,Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,-0.574310107,0.532496153,2,"16.06727,108.24133"
 Dã Tượng,Mân Thái,sơn trà,-0.159361059,0.11744245,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,-0.574310107,0.532496153,2,"16.09038,108.24133"
 Đông Du,An Hải Bắc,sơn trà,-0.850000701,-0.611633317,Tây,Nhà mặt tiền,Giấy tờ hợp lệ,-0.763786782,-0.31345868,2,"16.07994,108.23045"
 Yên Bái,Phước Ninh,hải châu,1.672304974,1.532707173,Tây,Nhà mặt tiền,Giấy tờ hợp lệ,-0.195356758,1.730932167,3,"16.06505,108.22236"
 Lê Duẩn,Chính Gián,thanh khê,1.884863335,1.832914842,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,-0.233252093,1.519443459,1,"16.06965,108.2106"
 Đa Mặn,Hòa Hải,ngũ hành sơn,-0.193443816,-0.075548194,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,-0.574310107,0.250511209,2,"16.03033,108.24469"
 Lương Ngọc Quyến,Thuận Phước,hải châu,1.207649766,1.189612695,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,-0.55536244,2.083413347,2,"16.08109,108.21758"
 Hoàng Diệu,Bình Thuận,hải châu,1.383243907,-0.096991599,Tây,Nhà mặt tiền,Giấy tờ hợp lệ,-0.119566088,-0.31345868,3,"16.05467,108.21737"
 Lý Nhật Quang.,Nại Hiên Đông,sơn trà,1.207649766,-1.469369513,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,0.259387261,1.237458514,3,"16.09587,108.2288"
 Lê Ninh,An Hải Bắc,sơn trà,1.02723191,0.11744245,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,-0.574310107,0.490198411,4,"16.07281,108.23758"
 Hoàng Diệu,Bình Thuận,hải châu,1.383243907,-0.096991599,Tây,Nhà mặt tiền,Giấy tờ hợp lệ,-0.119566088,-0.31345868,3,"16.05467,108.21737"
 Lý Nhật Quang.,Nại Hiên Đông,sơn trà,1.207649766,-1.469369513,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,0.259387261,1.237458514,3,"16.09587,108.2288"
 Lê Ninh,An Hải Bắc,sơn trà,1.02723191,0.11744245,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,-0.574310107,0.490198411,4,"16.07281,108.23758"
 Kỳ Đồng,Thanh Khê Đông,thanh khê,0.799419571,0.331876499,Không,Nhà mặt tiền,Không có,-0.384833433,0.532496153,3,"16.0714016,108.19120789"
