Street,Ward,District,Prices,Area,toFace,type,certificate,width,length,floors
 Nguyễn Hữu Dật,Hòa Cường Bắc,hải châu,13.0,100.0,Tây,True,True,5.0,20.0,3
 Nguyễn Tri Phương,Hòa Thuận Đông,hải châu,10.5,71.0,Tây Nam,True,True,4.8,14.8,3
 Hoàng Diệu,Bình Hiên,hải châu,22.5,101.0,Tây Bắc,True,True,4.7,19.0,5
 Hoàng Diệu,Hải Châu II,hải châu,12.0,6.0,Đông Nam,True,True,4.0,15.0,6
 Nguyễn Văn Linh,Thạc Gián,thanh khê,27.0,105.0,Đông Nam,True,True,4.5,23.0,3
 Nguyễn Dữ,Khuê Trung,cẩm lệ,4.95,95.0,Đông,True,True,5.0,20.8,1
 Vũ Trọng Phụng,Hòa Cường Nam,hải châu,6.2,70.0,Nam,True,True,4.0,17.5,3
 Nguyễn Nho Túy,Khuê Trung,cẩm lệ,4.15,75.0,Tây Nam,True,True,5.0,15.0,2
 Trần Can,An Khê,thanh khê,5.5,85.0,Tây Bắc,True,True,5.0,17.0,3
 Tố Hữu,Hòa Cường Nam,hải châu,9.6,79.0,Nam,True,True,6.42,10.03,3
 Cách Mạng Tháng 8,Khuê Trung,cẩm lệ,15.5,141.0,Bắc,True,True,5.92,25.37,5
 Nguyễn Hữu Thọ,Hòa Thuận Tây,hải châu,10.5,50.0,Đông Bắc,True,True,4.5,11.0,5
 Cách Mạng Tháng 8,Khuê Trung,cẩm lệ,7.5,80.0,Đông Nam,True,True,8.55,9.3,2
 Nguyễn Bảo,Xã Hòa Châu,huyện hòa vang,3.85,138.0,Đông,True,True,7.0,20.0,1
 Hàn Thuyên,Hòa Cường Bắc,hải châu,8.9,100.0,Bắc,True,True,5.0,20.0,3
 Nguyễn Bỉnh Khiêm,An Hải Tây,sơn trà,6.1,66.0,Tây Bắc,True,True,5.2,15.0,2
 Hà Huy Tập,Hòa Khê,thanh khê,11.0,83.0,Tây Nam,True,True,5.0,16.5,3
 Lý Nhân Tông,Khuê Trung,cẩm lệ,8.1,9.0,Đông,True,True,5.0,18.5,3
 Núi Thành,Hòa Cường Nam,hải châu,15.0,115.0,Đông,True,True,3.5,30.8,3
 Lý Triện,An Khê,thanh khê,6.8,100.0,Tây Nam,True,True,5.0,20.0,2
 Phạm Phú Tiết,Khuê Trung,cẩm lệ,7.5,97.0,Tây,True,True,5.0,19.3,3
 Trưng Nữ Vương,Hòa Thuận Tây,hải châu,14.0,116.0,Đông Nam,True,True,6.7,17.7,3
 Trần Thủ Độ,Khuê Trung,cẩm lệ,9.0,100.0,Đông Nam,True,True,5.0,20.0,3
 Hồ Biểu Chánh,Hòa Cường Nam,hải châu,5.0,70.0,Tây,True,True,4.0,17.3,1
 Mai Am,Thuận Phước,hải châu,7.9,105.0,Tây Bắc,True,True,7.0,15.0,3
 Đào Trí,Hòa Cường Nam,hải châu,4.35,75.0,Tây Bắc,True,True,5.0,15.0,3
 Núi Thành,Hòa Cường Nam,hải châu,7.5,100.0,Bắc,True,True,5.0,20.0,1
 Lê Thị Hồng Gấm,Hòa Cường Nam,hải châu,7.4,78.0,Đông,True,True,5.75,14.5,3
 Thân Nhân Trung,Hòa Khê,thanh khê,5.6,81.0,Đông,True,True,4.5,18.0,3
 Phạm Văn Nghị,Thạc Gián,thanh khê,9.5,58.0,Nam,True,True,4.0,15.0,4
 Lưu Trọng Lư,Hòa Cường Nam,hải châu,5.2,70.0,Tây Bắc,True,True,4.0,17.5,2
 Trần Đức Thảo,Hòa Cường Nam,hải châu,6.85,90.0,Đông,True,True,5.0,18.0,1
 Hồ Huân Nghiệp,Mỹ An,ngũ hành sơn,9.5,136.0,Bắc,True,True,7.0,20.0,3
 Lê Văn Đức,Hòa Cường Nam,hải châu,8.0,98.0,Nam,True,True,5.5,18.2,2
 Chu Mạnh Trinh,Khuê Trung,cẩm lệ,4.7,76.0,Tây,True,True,4.5,16.8,3
 Trần Huấn,Khuê Trung,cẩm lệ,5.2,47.0,Đông Bắc,True,True,4.5,10.5,3
 Huỳnh Mẫn Đạt,Hòa Cường Bắc,hải châu,6.7,7.0,Bắc,True,True,4.5,16.0,3
 Nguyễn Tri Phương,Hòa Thuận Tây,hải châu,10.8,80.0,Đông,True,True,4.0,20.0,1
 Lưu Trọng Lư,Hòa Cường Nam,hải châu,6.5,70.0,Bắc,True,True,4.0,17.5,3
 Hoàng Xuân Nhị,Hòa Cường Nam,hải châu,10.8,117.0,Đông,True,True,7.0,17.5,3
 Nguyễn Thị Minh Khai,Thạch Thang,hải châu,15.2,60.0,Đông,True,True,4.5,13.4,3
 Huỳnh Thúc Kháng,Nam Dương,hải châu,7.0,41.0,Đông,True,True,3.2,12.3,3
 Nguyễn Hoàng,Vĩnh Trung,thanh khê,15.5,116.0,Đông,True,True,5.7,19.0,3
 Tố Hữu,Hòa Cường Nam,hải châu,7.8,100.0,Bắc,True,True,5.0,20.0,1
 Phan Huy Ôn,Hòa Cường Bắc,hải châu,4.95,70.0,Đông,True,True,5.0,14.0,4
 Hàn Thuyên,Hòa Cường Bắc,hải châu,11.0,11.0,Nam,True,True,5.0,22.5,5
 Huy Cận,Hòa Cường Nam,hải châu,5.7,70.0,Bắc,True,True,5.0,14.0,3
 Nguyễn Bảo,Hòa Xuân,cẩm lệ,3.6,138.0,Đông,True,True,7.0,20.0,1
 Ngô Tất Tố,Hòa Cường Bắc,hải châu,8.0,79.0,Tây,True,True,4.5,17.5,3
 Cần Giuộc,Hòa Khê,thanh khê,6.75,105.0,Tây,True,True,5.0,21.0,3
 Ỷ Lan Nguyên Phi,Hòa Cường Bắc,hải châu,7.75,90.0,Bắc,True,True,4.5,20.0,3
 Nguyễn Văn Thoại,An Hải Đông,sơn trà,20.0,81.0,Nam,True,True,3.95,20.3,3
 Phan Văn Trị,Khuê Trung,cẩm lệ,15.0,5.0,Tây Bắc,True,True,14.3,18.0,3
 Hà Huy Tập,Hòa Khê,thanh khê,28.0,310.0,Đông,True,True,10.0,23.0,3
 Thạch Lam,Phước Mỹ,sơn trà,11.0,68.0,Đông,True,True,4.0,17.0,5
 Tiên Sơn 10,Hòa Cường Nam,hải châu,13.5,180.0,Tây,True,True,6.0,30.0,4
 Hà Huy Tập,Hòa Khê,thanh khê,12.9,83.0,Tây,True,True,5.0,16.6,4
 Trần Đức Thảo,Hòa Cường Nam,hải châu,6.85,84.0,Đông,True,True,5.0,16.8,1
 Nguyễn Sơn,Hòa Cường Nam,hải châu,7.7,87.0,Đông Bắc,True,True,6.0,15.0,3
 Phan Anh,Khuê Trung,cẩm lệ,6.2,86.0,Đông,True,True,4.5,19.0,1
 Phạm Phú Tiết,Khuê Trung,cẩm lệ,8.3,95.0,Tây,True,True,5.0,19.0,3
 Trần Huy Liệu,Khuê Trung,cẩm lệ,4.5,10.0,Tây Nam,True,True,6.0,17.0,2
 Nguyễn Chí Thanh,Thạch Thang,hải châu,17.0,58.0,Tây,True,True,5.0,12.0,4
 Phan Châu Trinh,Bình Hiên,hải châu,17.5,98.0,Tây Bắc,True,True,4.3,23.0,3
 Trần Can,An Khê,thanh khê,5.6,85.0,Tây Bắc,True,True,5.0,17.0,3
 Hàn Thuyên,Hòa Cường Bắc,hải châu,8.5,108.0,Bắc,True,True,4.5,24.0,3
 Nguyễn Công Hãng,An Khê,thanh khê,7.6,100.0,Đông Nam,True,True,5.0,20.0,2
 Thi Sách,Hòa Thuận Tây,hải châu,4.1,85.0,Đông,True,True,5.0,17.0,1
 Núi Thành,Hòa Cường Bắc,hải châu,12.0,135.0,Đông,True,True,5.4,25.0,2
 Mỹ Đa Đông 5,Mỹ An,ngũ hành sơn,7.0,70.0,Không,True,False,35.0,35.0,4
 Nguyễn Hoàng,Vĩnh Trung,thanh khê,8.9,177.0,Không,False,True,8.0,22.0,3
 Núi Thành,Hòa Cường Bắc,hải châu,24.0,136.0,Tây,True,True,7.2,21.0,4
 Ngô Văn Sở,Hòa Khánh Bắc,liên chiểu,18.0,50.0,Đông Nam,True,True,10.0,25.0,2
 Xô Viết Nghệ Tĩnh,Hòa Cường Bắc,hải châu,14.0,94.0,Bắc,True,True,5.0,19.0,4
 Mai Lão Bạng,Thuận Phước,hải châu,6.7,9.0,Đông Nam,True,True,8.0,12.0,3
 Nguyễn Đình,Phước Mỹ,sơn trà,7.5,108.0,Nam,True,True,6.5,18.0,3
 Nguyễn Hữu Thọ,Khuê Trung,cẩm lệ,16.5,350.0,Tây,True,True,5.0,17.0,4
 Cẩm Bắc 9,Hòa Phát,cẩm lệ,3.3,75.0,Không,True,True,4.5,15.0,2
 Thanh Thủy,Thanh Bình,hải châu,3.8,105.0,Không,False,True,5.3,19.6,1
 Đoàn Khuê,Khuê Mỹ,ngũ hành sơn,5.95,95.0,Đông Bắc,True,True,5.0,19.0,3
 Hải Phòng,Tân Chính,thanh khê,3.6,65.0,Đông Nam,False,True,5.0,12.5,2
 Tôn Đản,Hòa Phát,cẩm lệ,1.6,68.0,Không,False,True,34.0,34.0,1
 Hải Phòng,Tân Chính,thanh khê,2.7,45.0,Không,False,True,6.0,7.3,2
 Tô Hiến Thành,Phước Mỹ,sơn trà,4.5,71.0,Đông Nam,False,True,3.4,21.0,2
 Ông Ích Đường,Hòa Thọ Đông,cẩm lệ,2.4,65.0,Không,False,False,6.0,10.833333333333334,2
 Bà Huyện Thanh Quan,Mỹ An,ngũ hành sơn,19.0,413.0,Đông Bắc,False,False,9.0,45.888888888888886,2
 Thủ Khoa Huân,An Hải Đông,sơn trà,4.6,51.0,Đông Bắc,True,True,5.0,10.3,2
 Nguyễn Thiện Kế,An Hải Đông,sơn trà,4.9,77.0,Đông,True,True,5.1,15.0,1
 Điện Biên Phủ,Chính Gián,thanh khê,2.7,60.0,Không,False,True,5.0,12.0,2
 Lý Tự Trọng,Thanh Bình,hải châu,3.1,78.0,Không,False,False,5.0,15.6,1
 Lê Hồng Phong,Phước Ninh,hải châu,6.699,80.0,Không,False,False,4.17,19.1,2
 Mạc Thị bưởi,Hòa Cường Bắc,hải châu,5.1,86.0,Không,True,True,4.5,19.0,2
 tổ 4 Trần Cao Vân,Tam Thuận,thanh khê,1.69,40.0,Không,False,False,20.0,20.0,2
 Nguyễn Hữu Dật,Hòa Cường Bắc,hải châu,9.7,101.0,Không,True,True,5.0,20.2,3
 Nguyễn Xuân Nhĩ,Hòa Cường Nam,hải châu,3.8,56.0,Không,True,True,4.0,15.0,1
 Hoàng Thúc Trâm,Hòa Cường Bắc,hải châu,3.7,70.0,Không,False,True,9.0,8.0,2
 Trưng Nữ Vương,Hòa Thuận Tây,hải châu,3.8,8.0,Tây,False,True,4.0,21.0,1
 Cổ Mân Mai 3,Hòa Xuân,cẩm lệ,3.6,88.0,Tây Bắc,True,True,5.0,17.5,2
 31 Cổ Mân Mai 3,Hòa Xuân,cẩm lệ,3.6,90.0,Tây Bắc,True,False,5.0,18.0,2
 04 Hòa Minh 3,Hòa Minh,liên chiểu,4.6,75.0,Tây Nam,True,True,4.5,17.0,3
 Ngô Thị Liễu,Hòa Cường Bắc,hải châu,5.3,8.0,Không,True,False,5.0,1.6,3
 2/9,Hòa Cường Nam,hải châu,16.0,77.0,Không,False,True,6.0,46.0,4
 Lê Duẩn,Thạc Gián,thanh khê,3.05,57.0,Bắc,False,True,3.5,14.0,2
 Lâm Hoành,Phước Mỹ,sơn trà,186.0,1.096,Không,True,True,18.5,60.0,4
 Hoàng Thị Loan,Hòa Minh,liên chiểu,5.29,900.0,Không,True,True,5.5,16.0,3
 Điện Biên Phủ,Thanh Khê Tây,thanh khê,5.25,65.0,Không,True,True,4.7,14.0,2
 Nguyễn Phước Nguyên,Thanh Khê Tây,thanh khê,8.3,100.0,Không,True,True,5.0,17.0,3
 Nguyễn Tất Thành,Tam Thuận,thanh khê,3.7,60.0,Không,False,True,4.5,14.0,3
 Điện Biên Phủ,Thanh Khê Đông,thanh khê,4.8,66.0,Không,False,True,5.5,13.0,3
 Trần Cao Vân,Tam Thuận,thanh khê,3.89,67.0,Không,False,True,5.0,13.0,3
 Hà Huy Tập,Thanh Khê Đông,thanh khê,4.83,68.0,Không,True,True,5.0,14.0,3
 Phan Thanh,Thạc Gián,thanh khê,3.5,60.0,Không,False,True,5.0,12.0,3
 Trần Cao Vân,Tam Thuận,thanh khê,3.89,68.0,Không,False,True,5.0,14.0,3
 Thái Thị Bôi,Chính Gián,thanh khê,3.95,5.0,Không,False,True,5.0,12.0,3
 Hà Huy Tập,Thanh Khê Đông,thanh khê,2.95,53.0,Không,False,True,4.0,14.0,3
 Trần Cao Vân,Tam Thuận,thanh khê,3.89,67.0,Không,False,True,4.0,17.0,3
 Quang Trung,Hải Châu I,hải châu,5.5,117.0,Không,False,True,8.0,14.0,2
 Nguyễn Chích,Hòa Minh,liên chiểu,5.8,107.0,Tây Bắc,True,True,6.0,17.833333333333332,2
 Tô Hiệu,Hòa Minh,liên chiểu,5.4,80.0,Không,True,True,5.0,16.0,3
 Hà Huy Tập,Thanh Khê Đông,thanh khê,4.85,66.0,Không,True,True,5.0,14.0,3
 Trần Cao Vân,Tam Thuận,thanh khê,3.7,60.0,Không,False,True,5.0,15.0,3
 Nguyễn Phước Nguyên,Hòa Khê,thanh khê,4.98,90.0,Không,True,True,5.0,18.0,3
 Phan Đăng Lưu,Hòa Cường Bắc,hải châu,9.5,70.0,Không,True,True,6.3,11.0,6
 Đồng Kè,Hòa Khánh Bắc,liên chiểu,2.59,105.0,Không,False,True,5.0,21.0,2
 Nguyễn Duy Hiệu,An Hải Đông,sơn trà,17.5,184.0,Không,True,True,8.2,22.4,2
 Điện Biên Phủ,Hòa Khê,thanh khê,10.9,100.0,Không,True,True,5.0,20.0,6
 Trần Cao Vân,Thanh Khê Đông,thanh khê,8.0,70.0,Không,True,True,4.6,15.5,3
 Ông Ích Khiêm,Nam Dương,hải châu,18.9,90.0,Không,True,True,4.6,15.0,4
 Tiểu La,Hòa Cường Bắc,hải châu,15.9,100.0,Không,True,True,5.0,20.0,3
 Lê Cơ,Hòa Cường Bắc,hải châu,4.6,5.0,Không,False,True,4.6,12.0,3
 Trưng Nữ Vương,Hòa Thuận Đông,hải châu,9.8,159.0,Không,True,True,7.0,23.0,2
 Thi Sách,Hòa Thuận Tây,hải châu,4.25,85.0,Không,True,True,5.1,17.0,1
 Đồng Trí 3,Hòa Minh,liên chiểu,4.3,90.0,Không,True,True,4.5,20.0,3
 Tiểu La,Hòa Cường Bắc,hải châu,13.6,90.0,Không,True,True,5.0,18.0,3
 Lý Tự Trọng,Thạch Thang,hải châu,16.0,95.0,Không,True,True,4.5,21.0,3
 Trần Văn Dư,Mỹ An,ngũ hành sơn,21.79,55.0,Không,True,True,12.0,21.5,4
 Trần Cao Vân,Xuân Hà,thanh khê,2.6,50.0,Không,False,True,5.4,10.0,3
 Hải Phòng,Chính Gián,thanh khê,4.25,75.0,Không,False,True,5.0,15.0,2
 Hoàng Diệu,Nam Dương,hải châu,28.0,110.0,Không,True,True,6.5,17.0,4
 Duy Tân,Hòa Thuận Tây,hải châu,17.99,133.0,Không,True,True,6.0,22.0,2
 Nguyễn Tri Phương,Hòa Thuận Đông,hải châu,4.25,70.0,Không,False,True,4.5,16.0,2
 Bùi Hiển,Hòa An,cẩm lệ,5.6,100.0,Không,True,True,5.0,20.0,3
 Trần Hưng Đạo,An Hải Tây,sơn trà,46.0,307.0,Không,True,True,15.0,20.4,2
 Phan Thanh,Thạc Gián,thanh khê,14.8,110.0,Không,True,True,4.5,24.0,3
 Nguyễn Trung Trực,An Hải Bắc,sơn trà,13.7,13.0,Không,True,True,7.5,18.5,3
 Hoàng Văn Thái,Hòa Khánh Nam,liên chiểu,2.4,11.0,Không,False,True,6.0,19.0,1
 Ngô Văn Sở,Hòa Khánh Nam,liên chiểu,15.9,120.0,Không,True,True,5.0,24.0,5
 Hà Huy Tập,Hòa Khê,thanh khê,5.25,60.0,Không,True,True,4.5,14.0,2
 Tiên Sơn 20,Hòa Cường Nam,hải châu,9.5,180.0,Không,True,True,12.0,15.0,3
 Nguyễn Trung Trực,An Hải Bắc,sơn trà,13.65,140.0,Không,True,True,7.5,19.0,3
 Nguyễn Sinh Sắc,Hòa Minh,liên chiểu,5.4,80.0,Không,True,True,5.5,17.0,3
 Hoàng Thị Loan,Hòa Minh,liên chiểu,5.3,100.0,Không,True,True,5.5,19.0,3
 Thái Thị Bôi,Chính Gián,thanh khê,2.5,60.0,Không,False,True,5.0,12.0,1
 Huỳnh Ngọc Huệ,Hòa Khê,thanh khê,4.3,100.0,Không,False,True,9.0,12.5,2
 Trần Cao Vân,Xuân Hà,thanh khê,2.95,60.0,Không,False,True,4.5,14.5,3
 Quốc lộ 1A,Thanh Khê Tây,thanh khê,5.25,65.0,Không,True,True,4.5,15.0,2
 Tô Hiệu,Hòa Minh,liên chiểu,5.3,75.0,Không,True,True,5.0,15.0,3
 Hà Huy Tập,Hòa Khê,thanh khê,2.95,85.0,Không,False,True,5.0,17.0,3
 Nguyễn Như Hạnh,Hòa Minh,liên chiểu,4.8,108.0,Không,True,True,6.0,18.0,1
 Nguyễn Lương Bằng,Hòa Hiệp Nam,liên chiểu,14.5,530.0,Không,True,True,9.0,59.0,1
 An Dương Vương,Mỹ An,ngũ hành sơn,7.9,100.0,Không,True,True,4.4,22.0,3
 Âu Cơ,Hòa Khánh Bắc,liên chiểu,6.6,600.0,Không,True,True,6.5,60.0,1
 Lý Triện,Thanh Khê Đông,thanh khê,10.9,105.0,Không,True,True,5.0,21.0,5
 Huỳnh Thị Bảo Hòa,Hòa Khánh Nam,liên chiểu,3.25,105.0,Không,True,True,5.1,20.0,2
 Lý Tự Trọng,Thạch Thang,hải châu,5.6,60.0,Không,False,True,6.2,9.5,4
 Nguyễn Lương Bằng,Hòa Khánh Bắc,liên chiểu,6.25,110.0,Không,True,True,4.0,27.5,2
 Trường Chinh,An Khê,thanh khê,5.25,60.0,Không,True,True,4.5,14.0,2
 Nguyễn Phước Lan,Hòa Xuân,cẩm lệ,6.9,116.0,Không,True,True,7.0,16.0,3
 Lê Ấm,Hòa Xuân,cẩm lệ,7.0,5.0,Không,False,True,5.0,11.0,3
 Lý Tự Trọng,Thạch Thang,hải châu,3.1,80.0,Không,False,True,5.0,15.0,1
 Lê Thanh Nghị,Hòa Cường Bắc,hải châu,13.95,130.0,Không,True,True,5.0,26.0,4
 Núi Thành,Hòa Cường Nam,hải châu,4.65,70.0,Không,False,True,4.5,15.0,4
 Trưng Nữ Vương,Hòa Thuận Tây,hải châu,4.25,80.0,Không,False,True,6.0,14.0,3
 Phạm Như Xương,Hòa Khánh Nam,liên chiểu,2.45,100.0,Không,False,True,6.0,17.0,2
 Âu Cơ,Hòa Khánh Bắc,liên chiểu,2.6,137.0,Không,False,True,5.1,27.0,2
 Hồ Xuân Hương,Khuê Mỹ,ngũ hành sơn,14.5,90.0,Không,True,False,5.0,18.0,5
 Lê Đình Lý,Bình Thuận,hải châu,43.5,68.0,Không,True,True,15.5,17.0,1
 Hoàng Văn Thái,Hòa Khánh Nam,liên chiểu,4.35,115.0,Không,True,True,4.5,25.0,3
 Hồ Xuân Hương,Khuê Mỹ,ngũ hành sơn,14.49,95.0,Không,True,True,5.0,18.5,5
 Thanh Vinh 12,Hòa Khánh Bắc,liên chiểu,2.42,175.0,Không,True,True,7.0,25.0,1
 Hoà Minh 22,Hòa Minh,liên chiểu,4.5,85.0,Không,True,True,4.7,18.0,3
 Hoàng Diệu,Bình Thuận,hải châu,7.8,90.0,Không,False,True,6.5,13.0,2
 Lưu Trọng Lư,Hòa Cường Nam,hải châu,5.0,80.0,Không,True,True,5.0,16.0,2
 Thanh Vinh 10,Hòa Khánh Bắc,liên chiểu,2.5,175.0,Không,True,True,7.0,25.0,1
 Phùng Chí Kiên,Hòa Minh,liên chiểu,3.75,80.0,Không,True,True,5.0,16.0,2
 Ngô Thì Nhậm,Hòa Khánh Nam,liên chiểu,16.0,6.0,Không,True,True,13.0,19.0,4
 Thủ Khoa Huân,An Hải Đông,sơn trà,23.0,343.0,Không,True,True,12.5,27.0,2
 Núi Thành,Hòa Cường,hải châu,30.0,1.2,Không,True,False,0.6,0.6,2
 Hoàng Sĩ Khải,An Hải Bắc,sơn trà,3.4,75.0,Không,False,True,3.5,21.4,2
 Nguyễn Nhàn,Hòa Thọ Đông,cẩm lệ,2.4,75.0,Không,True,True,4.5,16.5,2
 Đường 30/4,Hòa Cường Bắc,hải châu,8.05,79.0,Không,True,True,4.5,18.0,3
 Hàn Thuyên,Hòa Cường Bắc,hải châu,7.99,80.0,Không,True,True,4.5,18.0,3
 Mộc Bài 9,Hòa Minh,liên chiểu,3.3,90.0,Không,True,True,5.0,18.0,2
 Núi Thành,Hòa Cường Nam,hải châu,4.2,79.0,Không,False,True,7.0,11.0,4
 Hoàng Diệu,Bình Thuận,hải châu,4.5,60.0,Không,False,True,4.2,14.2,3
 Cổ Mân Mai 3,Hòa Xuân,cẩm lệ,3.7,88.0,Không,True,True,5.0,17.8,3
 Lê Văn Hiến,Hòa Hải,ngũ hành sơn,9.5,190.0,Không,True,False,95.0,95.0,3
 Hải Phòng,Chính Gián,thanh khê,2.25,50.0,Không,False,True,5.0,10.0,2
 Phạm Tu,An Hải Bắc,sơn trà,5.2,56.0,Tây,True,True,4.0,14.0,3
 Cẩm Bắc 9,Hòa Thọ Đông,cẩm lệ,3.6,100.0,Đông Nam,True,True,5.0,20.0,2
 Hóa Sơn 10,Hòa Cường Bắc,hải châu,8.320953607889361,677.0,Không,True,False,338.5,338.5,4
 Bạch Đằng,Hải Châu I,hải châu,8.320953607889361,480.0,Không,True,True,6.0,20.0,4
 Trường Sa,Hòa Hải,ngũ hành sơn,1.9,328.0,Không,True,True,164.0,164.0,4
 Trưng Nữ Vương,Bình Hiên,hải châu,1.68,60.0,Không,False,False,6.0,10.0,2
 69 Hoàng Thúc Trâm,Hòa Cường Bắc,hải châu,3.7,71.0,Không,False,False,8.6,8.255813953488373,2
 Trưng Nữ Vương,Bình Hiên,hải châu,2.2,35.0,Không,False,False,4.0,8.75,3
 Bùi Viện,Hòa Cường Nam,hải châu,16.5,140.0,Không,True,False,5.0,28.0,4
 Nguyễn Tri Phương,Vĩnh Trung,thanh khê,4.7,85.0,Không,False,False,5.7,14.912280701754385,2
 Bàu Hạc 5,Vĩnh Trung,thanh khê,5.4,60.0,Không,True,False,4.2,14.285714285714285,3
 Hà Huy Tập,Thanh Khê Đông,thanh khê,22.0,310.0,Đông Bắc,True,True,10.0,31.0,2
 Ngô Quyền,An Hải Bắc,sơn trà,35.0,86.0,Không,True,True,12.0,7.166666666666667,3
 3/2,Thanh Bình,hải châu,15.9,128.0,Không,True,True,64.0,64.0,2
 Hàn Thuyên,Hòa Cường Bắc,hải châu,7.8,113.0,Không,True,False,4.5,25.11111111111111,2
 Tống Phước Phổ,Hòa Cường Nam,hải châu,6.8,75.0,Không,True,True,4.5,16.0,4
 Hà Huy Tập,An Khê,thanh khê,3.69,188.0,Không,True,True,5.0,18.0,3
 Phần Lăng 15,Hòa Thuận Tây,hải châu,4.1,90.0,Không,True,True,4.0,20.0,2
 Tân Thái 1,Mân Thái,sơn trà,12.9,96.0,Không,True,False,5.0,19.2,6
 Lê Lợi,Thạch Thang,hải châu,7.5,5.0,Không,True,False,4.5,1.1111111111111112,2
 Ngô Quyền,An Hải Bắc,sơn trà,8.5,78.0,Không,True,False,4.0,19.5,5
 Lê Phụng Hiểu,An Hải Bắc,sơn trà,9.2,120.0,Không,True,False,7.3,16.438356164383563,3
 Nguyễn Dữ,Khuê Trung,cẩm lệ,6.5,84.0,Không,True,False,5.0,16.8,4
 3/2,Thuận Phước,hải châu,4.5,79.0,Không,False,False,6.7,11.791044776119403,3
 Trưng Nữ Vương,Hòa Thuận Tây,hải châu,6.9,50.0,Không,True,False,5.36,9.328358208955223,3
 Cù Chính Lan,Hòa Khê,thanh khê,2.8,41.0,Không,False,False,4.7,8.72340425531915,3
 Tô Hiến Thành,Phước Mỹ,sơn trà,7.2,80.0,Không,True,True,4.0,20.0,2
 Huỳnh Tịnh Của,Hòa Xuân,cẩm lệ,2.53,117.0,Tây,True,True,5.0,21.0,1
 Hùng Vương,Vĩnh Trung,thanh khê,5.7,114.0,Đông Nam,False,True,6.25,17.45,2
 Núi Thành,Hòa Cường Bắc,hải châu,4.0,5.0,Đông Nam,True,True,5.0,10.0,3
 Phan Triêm,Hòa Xuân,cẩm lệ,3.9,93.0,Đông Bắc,True,True,5.0,19.5,2
 Hà Huy Tập,Thanh Khê Đông,thanh khê,5.0,63.0,Tây Bắc,False,True,5.0,12.3,3
 Đòan Ngọc Nhạc,Hòa Xuân,cẩm lệ,4.3,100.0,Tây,True,True,5.0,20.0,2
 Phạm Thận Duật,Hòa Hải,ngũ hành sơn,6.5,173.0,Tây,True,True,7.5,23.0,2
 Đồng Kè,Hòa Khánh Bắc,liên chiểu,3.1,100.0,Không,False,True,4.5,22.0,2
 Hà Bổng,Phước Mỹ,sơn trà,11.3,170.0,Không,False,True,8.5,20.0,2
 Hoài Thanh,Mỹ An,ngũ hành sơn,5.65,80.0,Không,True,True,6.0,13.0,4
 An Thượng 31,Mỹ An,ngũ hành sơn,21.0,90.0,Không,True,True,4.5,20.0,7
 Tôn Đức Thắng,Hòa Minh,liên chiểu,12.0,125.0,Không,True,True,10.0,12.0,2
 Triệu Nữ Vương,Nam Dương,hải châu,18.6,90.0,Không,True,True,4.5,20.0,4
 Phạm Văn Nghị,Thạc Gián,thanh khê,4.29,60.0,Không,False,True,4.0,15.0,3
 Phan Tứ,Mỹ An,ngũ hành sơn,5.7,70.0,Không,False,True,5.0,14.0,5
 Lý Thường Kiệt,Thạch Thang,hải châu,25.0,85.0,Không,True,False,42.5,42.5,1
 Hồ Biểu Chánh,Hòa Cường Nam,hải châu,4.8,80.0,Không,True,True,5.0,16.0,2
 Hoàng Ngọc Phách,Khuê Trung,cẩm lệ,4.1,95.0,Đông Bắc,True,True,5.0,20.0,2
 Tố Hữu,Hòa Cường Nam,hải châu,17.2,160.0,Không,True,True,16.0,10.0,3
 Nguyễn Phước Nguyên,An Khê,thanh khê,3.7,45.0,Tây Nam,True,True,7.5,6.0,3
 Lê Thanh Nghị,Hòa Cường Bắc,hải châu,13.5,75.0,Tây,True,True,5.0,15.0,4
 Cẩm Bắc,Hòa Thọ Đông,cẩm lệ,6.85,320.0,Tây Nam,True,True,10.0,31.0,2
 Trần Cao Vân,Tam Thuận,thanh khê,17.5,400.0,Nam,True,True,6.0,40.0,2
 Trần Cao Vân,Xuân Hà,thanh khê,6.2,60.0,Bắc,True,True,5.3,12.0,3
 Lê Sát,Hòa Cường Nam,hải châu,7.75,90.0,Tây Nam,True,True,4.5,20.0,3
 Nguyễn Văn Linh,Nam Dương,hải châu,4.15,66.0,Tây,False,True,4.0,17.0,3
 Nguyễn Huy Tưởng,Hòa Minh,liên chiểu,4.5,170.0,Tây Nam,False,True,7.0,25.0,1
 Nguyễn Văn Thoại,An Hải Đông,sơn trà,26.5,130.0,Nam,True,True,6.3,21.0,2
 Châu Thị Vĩnh Tế,Mỹ An,ngũ hành sơn,5.0,64.0,Bắc,True,True,4.7,13.6,2
 Bình Thái 1,Khuê Trung,cẩm lệ,2.55,101.0,Không,False,False,7.0,14.428571428571429,1
 Dũng Sĩ Thanh Khê,An Khê,thanh khê,2.5,50.0,Không,False,True,4.0,12.5,2
 Hàn Thuyên,Hòa Cường Bắc,hải châu,7.5,81.0,Bắc,True,True,4.5,18.0,2
 Triệu Nữ Vương,Hải Châu II,hải châu,16.5,90.0,Đông,True,True,4.3,20.9,2
 Trung Lương 14,Hòa Xuân,cẩm lệ,4.4,100.0,Không,True,True,5.0,20.0,1
