Street,Ward,District,Prices,Area,toFace,type,certificate,width,length,floors
 Triệu Nữ Vương,Hải Châu II,hải châu,2.14,5.0,Tây Nam,False,True,2.5,2.5,3
 448 Trưng Nữ Vương,Hòa Thuận Đông,hải châu,2.74,44.0,Nam,False,True,22.0,22.0,2
 Hà Huy Tập,Hòa Khê,thanh khê,3.55,51.0,Đông Bắc,False,True,25.5,25.5,3
 Hà Huy Tập,Chính Gián,thanh khê,1.95,30.0,Nam,False,True,15.0,15.0,2
 Ông Ích Khiêm,Thanh Bình,hải châu,4.95,55.0,Không,False,False,27.5,27.5,2
 Cô Giang,Phước Ninh,hải châu,2.55,35.0,Không,False,True,17.5,17.5,3
 2/9,Hòa Cường Nam,hải châu,3.25,67.0,Không,False,True,4.1,16.0,1
 Lê Đình Lý,Hòa Thuận Đông,hải châu,3.1,5.0,Không,False,False,3.1,17.0,3
 Hà Huy Tập,Hòa Khê,thanh khê,2.6,54.0,Không,False,True,4.5,12.0,2
 Trần Cao Vân,Thanh Khê Đông,thanh khê,14.3,191.0,Không,True,True,6.5,29.0,2
 Hoàng Văn Thái,Hòa Khánh Nam,liên chiểu,1.35,93.0,Không,False,True,5.0,18.0,1
 Lê Cơ,Hòa Cường Bắc,hải châu,4.7,118.0,Không,False,True,4.8,25.0,1
 Núi Thành,Hòa Cường Bắc,hải châu,80.0,420.0,Không,True,True,9.7,43.0,3
 Nguyễn Công Hoan,Hòa An,cẩm lệ,8.0,134.0,Không,True,True,9.0,15.0,2
 Cù Chính Lan,Hòa Khê,thanh khê,6.7,75.0,Không,True,True,5.0,15.0,3
 An Hải 19,Mân Thái,sơn trà,6.8,83.0,Không,True,True,5.0,17.0,3
 Hàn Thuyên,Hòa Cường Bắc,hải châu,9.6,100.0,Không,True,True,5.0,20.0,3
 Nguyễn Nhàn,Hòa Thọ Đông,cẩm lệ,3.15,110.0,Không,False,True,5.0,22.0,1
 Nguyễn Mậu Tài,Hòa Xuân,cẩm lệ,10.5,120.0,Không,True,True,5.0,24.0,5
 An Thượng 6,Mỹ An,ngũ hành sơn,13.8,68.0,Không,True,True,4.5,15.0,5
 Nguyễn Đình Tựu,Hòa Khê,thanh khê,22.0,65.0,Đông Bắc,True,True,15.0,18.2,6
 Ông Ích Đường,Hòa Xuân,cẩm lệ,6.5,107.0,Tây,True,True,5.0,21.5,2
 Hoàng Diệu,Bình Thuận,hải châu,2.49,4.0,Không,False,True,2.0,2.0,2
 Hoàng Diệu,Bình Thuận,hải châu,2.25,35.0,Không,False,True,17.5,17.5,2
 Ngô Chân Lưu,Hòa Minh,liên chiểu,2.67,65.0,Không,False,True,32.5,32.5,2
 Hoàng Hoa Thám,Tân Chính,thanh khê,4.2,50.0,Nam,False,True,25.0,25.0,1
 Lê Vĩnh Huy,Hòa Cường Bắc,hải châu,3.63,50.0,Không,False,True,25.0,25.0,3
 Nguyễn Phước Nguyên,An Khê,thanh khê,3.95,74.0,Không,False,True,37.0,37.0,3
 Lê Duẩn,Chính Gián,thanh khê,4.05,85.0,Không,False,True,42.5,42.5,3
 Nguyễn Văn Linh,Bình Hiên,hải châu,2.7,50.0,Đông,False,True,25.0,25.0,2
 Tiên Sơn 7,Hòa Cường,hải châu,6.7,90.0,Không,True,True,6.0,15.0,3
 Tôn Đức Thắng,Hòa Hiệp Bắc,liên chiểu,8.6,125.0,Không,True,False,62.5,62.5,3
 Quốc lộ 1A,Xã Hòa Phước,huyện hòa vang,2.0,150.0,Không,True,False,75.0,75.0,2
 Trưng Nữ Vương,Hòa Cường Nam,hải châu,2.74,45.0,Không,False,True,22.5,22.5,2
 Tuy Lý Vương,Khuê Mỹ,ngũ hành sơn,5.0,95.0,Không,True,False,5.0,19.0,3
 Đa Phước 1,Khuê Mỹ,ngũ hành sơn,5.1,90.0,Không,True,False,45.0,45.0,3
 Phạm Phú Tiết,Khuê Trung,cẩm lệ,7.5,97.0,Không,True,False,48.5,48.5,3
 Châu Thị Vĩnh Tế,Khuê Mỹ,ngũ hành sơn,12.0,100.0,Không,True,False,5.0,20.0,2
 Mạc Thiên Tích,Khuê Mỹ,ngũ hành sơn,5.9,100.0,Không,True,False,5.0,20.0,2
 Nguyễn Hữu Hào,Khuê Mỹ,ngũ hành sơn,4.4,90.0,Không,True,False,45.0,45.0,3
 Trịnh Lỗi,Khuê Mỹ,ngũ hành sơn,5.1,100.0,Không,True,False,5.0,20.0,2
 Phạm Tuấn Tài,Khuê Mỹ,ngũ hành sơn,7.3,47.0,Không,True,False,5.0,20.0,3
 Đoàn Khuê,Khuê Mỹ,ngũ hành sơn,7.5,350.0,Không,True,False,5.0,25.0,3
 Tô Hiệu,Hòa Minh,liên chiểu,3.65,78.0,Không,False,True,39.0,39.0,3
 An Dương Vương,Mỹ An,ngũ hành sơn,5.9,100.0,Không,True,False,50.0,50.0,1
 Nước Mặn 2,Khuê Mỹ,ngũ hành sơn,5.3,95.0,Không,True,False,5.0,19.0,3
 Đoàn Khuê,Khuê Mỹ,ngũ hành sơn,7.2,95.0,Không,True,False,5.0,19.0,3
 Phạm Phú Tiết,Khuê Trung,cẩm lệ,7.6,98.0,Không,True,False,5.0,19.0,4
 Tuy Lý Vương,Khuê Mỹ,ngũ hành sơn,5.2,95.0,Không,True,False,47.5,47.5,2
 Hoài Thanh,Mỹ An,ngũ hành sơn,10.2,120.0,Không,True,False,60.0,60.0,3
 Dương Khuê,Khuê Mỹ,ngũ hành sơn,12.0,94.0,Không,True,False,47.0,47.0,3
 Hoa Phượng,An Hải Tây,sơn trà,33.0,50.0,Đông,True,True,10.0,20.0,3
 Nguyễn Phan Vinh,Thọ Quang,sơn trà,6.0,86.0,Đông Nam,False,True,7.0,12.0,3
 Nguyễn Thị Ba,Nại Hiên Đông,sơn trà,4.2,86.0,Tây Bắc,True,True,5.0,17.0,2
 Nguyễn Tri Phương,Vĩnh Trung,thanh khê,3.7,60.0,Không,False,True,6.0,10.0,2
 Cù Chính Lan,Hòa Khê,thanh khê,3.5,90.0,Không,False,True,4.5,20.0,3
 Mạc Thiên Tích,Khuê Mỹ,ngũ hành sơn,5.9,100.0,Không,True,False,5.0,20.0,2
 Bùi Xương Trạch,Khuê Trung,cẩm lệ,2.2,6.0,Không,False,True,4.0,14.4,2
 Nguyễn Chí Thanh,Thạch Thang,hải châu,3.35,4.0,Không,False,False,3.5,14.0,3
 Lê Văn Hiến,Khuê Mỹ,ngũ hành sơn,9.5,11.0,Không,True,False,5.0,22.0,1
 Đoàn Khuê,Khuê Mỹ,ngũ hành sơn,7.2,55.0,Không,True,False,27.5,27.5,3
 An Thượng 39,Mỹ An,ngũ hành sơn,9.0,60.0,Không,True,False,30.0,30.0,5
 Trần Quý Khoách,Hòa Minh,liên chiểu,6.25,85.0,Không,True,False,42.5,42.5,3
 Ngô Thị Liễu,Hòa Cường Nam,hải châu,12.5,99.0,Không,True,False,49.5,49.5,5
 Nguyễn Lương Bằng,Hòa Khánh Bắc,liên chiểu,7.7,125.0,Không,True,False,62.5,62.5,3
 Nguyễn Lương Bằng,Hòa Khánh Bắc,liên chiểu,9.5,123.0,Không,True,False,61.5,61.5,3
 Mân Quang 7,Mân Thái,sơn trà,5.95,75.0,Không,True,False,37.5,37.5,3
 Trần Văn Dư,Mỹ An,ngũ hành sơn,16.0,164.0,Không,True,False,82.0,82.0,3
 Ngô Trí Hòa,Nại Hiên Đông,sơn trà,3.2,7.0,Không,True,False,4.0,1.75,3
 Hoài Thanh,Mỹ An,ngũ hành sơn,6.0,7.0,Không,True,False,6.0,1.1666666666666667,3
 Văn Tiến Dũng,Hòa Xuân,cẩm lệ,4.45,100.0,Không,True,False,5.0,20.0,1
 Nguyễn Đỗ Cung,Hòa Minh,liên chiểu,3.85,83.0,Không,True,False,5.0,16.6,3
 Ung Văn Khiêm,Mỹ An,ngũ hành sơn,6.0,50.0,Không,True,False,5.0,10.0,3
 Đinh Công Tráng,Thuận Phước,hải châu,5.9,58.0,Không,True,False,4.0,14.5,3
 Mạc Thị bưởi,Hòa Cường Nam,hải châu,6.6,86.0,Không,True,False,4.5,19.11111111111111,2
 Thạch Lam,Phước Mỹ,sơn trà,12.0,170.0,Không,True,False,9.5,17.894736842105264,1
 Nguyễn Đức An,Phước Mỹ,sơn trà,6.5,80.0,Không,True,False,5.0,16.0,3
 2/9,Hòa Cường Bắc,hải châu,42.0,300.0,Không,True,False,7.0,42.857142857142854,3
 Phan Huy Ôn,Hòa Cường Bắc,hải châu,6.0,73.0,Không,True,False,5.0,14.6,3
 Lê Thanh Nghị,Hòa Cường Bắc,hải châu,14.5,87.0,Không,True,False,5.0,17.4,4
 Hải Phòng,Chính Gián,thanh khê,14.0,120.0,Không,True,False,5.0,24.0,7
 Dương Đức Hiền,Hòa Minh,liên chiểu,4.8,7.0,Không,True,False,3.5,3.5,3
 Nguyễn Đình Trân,Khuê Mỹ,ngũ hành sơn,5.5,90.0,Không,True,False,5.0,18.0,2
 Thanh Thủy,Thanh Bình,hải châu,5.7,57.0,Không,True,False,4.2,13.571428571428571,2
 Hoàng Đình Ái,Hòa Xuân,cẩm lệ,5.0,125.0,Không,True,False,5.0,25.0,2
 Lưu Trọng Lư,Hòa Cường Nam,hải châu,5.2,70.0,Không,True,False,4.0,17.5,2
 Nguyễn Sơn,Hòa Cường Nam,hải châu,8.9,90.0,Không,True,False,4.0,22.5,4
 Dương Bá Trạc,Hòa Cường Nam,hải châu,5.9,76.0,Không,True,False,5.0,15.2,2
 Tiên Sơn 9,Hòa Cường Nam,hải châu,6.3,75.0,Không,True,False,5.0,15.0,2
 Bình An 2,Hòa Cường Bắc,hải châu,4.5,60.0,Không,True,False,4.0,15.0,3
 Lê Thanh Nghị,Hòa Cường Nam,hải châu,16.5,100.0,Không,True,False,5.0,20.0,3
 Bàu Tràm 1,Khuê Trung,cẩm lệ,6.5,76.0,Không,True,False,4.5,16.88888888888889,3
 Lê Mạnh Trinh,Phước Mỹ,sơn trà,42.0,9.0,Không,True,False,11.0,0.8181818181818182,3
 Nguyễn Sơn,Hòa Cường Nam,hải châu,8.9,90.0,Không,True,False,4.5,20.0,4
 Vũ Mộng Nguyên,Khuê Mỹ,ngũ hành sơn,10.5,110.0,Không,True,False,5.0,22.0,4
 Nguyễn Hữu Dật,Hòa Cường Bắc,hải châu,10.2,100.0,Không,True,False,5.0,20.0,3
 2/9,Hòa Cường Bắc,hải châu,42.0,300.0,Không,True,False,7.0,42.857142857142854,3
 Trần Kế Xương,Hải Châu II,hải châu,22.0,140.0,Không,True,False,5.0,28.0,3
 Bàu Tràm 1,Khuê Trung,cẩm lệ,6.5,76.0,Không,True,False,4.0,19.0,3
 Dương Bá Trạc,Hòa Cường Nam,hải châu,5.9,76.0,Không,True,False,5.0,15.2,2
 Hoa Lư,Nại Hiên Đông,sơn trà,3.4,7.0,Không,True,False,4.0,1.75,2
 Hoàng Dư Khương,Khuê Trung,cẩm lệ,5.8,117.0,Không,True,False,5.0,23.4,3
 Nhơn Hòa 19,Hòa An,cẩm lệ,3.1,11.0,Không,True,False,5.0,2.2,1
 Tiểu La,Hòa Cường Bắc,hải châu,4.55,51.0,Không,False,False,3.7,13.783783783783782,3
 Cù Chính Lan,An Khê,thanh khê,2.75,50.0,Không,False,False,5.5,9.090909090909092,2
 Ngô Chân Lưu,Hòa Minh,liên chiểu,2.67,65.0,Không,False,False,4.25,15.294117647058824,2
 Hoàng Văn Thái,Hòa Khánh Nam,liên chiểu,2.4,120.0,Không,False,False,5.0,24.0,1
 Vùng Trung 4,Hòa Hải,ngũ hành sơn,7.7,300.0,Không,False,False,15.0,20.0,1
 Anh Thơ,Khuê Mỹ,ngũ hành sơn,6.5,100.0,Không,True,False,5.0,18.0,3
 Đoàn Khuê,Khuê Mỹ,ngũ hành sơn,6.8,100.0,Không,True,False,50.0,50.0,5
 Nghiêm Xuân Yêm,Khuê Mỹ,ngũ hành sơn,7.4,95.0,Không,True,False,5.0,19.0,4
 Trần Tấn Mới,Hòa Thuận Tây,hải châu,4.8,8.0,Đông Bắc,True,True,4.5,18.0,1
 Tiểu La,Hòa Cường Bắc,hải châu,3.98,5.0,Không,False,True,4.5,1.1111111111111112,3
 Nguyễn Du,Hải Châu I,hải châu,2.98,55.0,Không,False,True,5.0,11.0,1
 Phan Thanh,Chính Gián,thanh khê,2.5,110.0,Không,False,True,10.0,11.0,1
 Lê Duẩn,Tân Chính,thanh khê,1.85,50.0,Không,False,True,5.0,10.0,1
 Nguyễn Du,Thạch Thang,hải châu,3.0,40.0,Không,False,True,4.0,10.0,2
 Ông Ích Khiêm,Thanh Bình,hải châu,4.35,57.0,Không,False,True,5.0,12.0,3
 Hà Huy Tập,Hòa Khê,thanh khê,4.55,123.0,Không,False,False,61.5,61.5,1
 Cù Chính Lan,Hòa Khê,thanh khê,2.65,45.0,Không,False,False,22.5,22.5,2
 Hùng Vương,Hải Châu I,hải châu,35.0,110.0,Không,True,False,5.0,20.0,5
 1006 Tôn Đản,Hòa Thọ Tây,cẩm lệ,1.48,100.0,Tây Bắc,False,True,5.0,20.0,2
 0 Phan Văn Đáng,Xã Hòa Châu,huyện hòa vang,5.1,90.0,Nam,True,True,5.0,18.0,3
 Huỳnh Ngọc Huệ,Thanh Khê Đông,thanh khê,6.2,110.0,Không,True,True,5.0,21.0,3
 Lý Triện,Thanh Khê Đông,thanh khê,6.19,120.0,Không,True,True,5.0,22.0,3
 Lý Triện,Thanh Khê Đông,thanh khê,6.18,110.0,Không,True,True,5.0,22.0,3
 Nguyễn Văn Linh,Chính Gián,thanh khê,10.8,90.0,Không,True,True,5.0,18.0,6
 Lưu Quý Kỳ,Hòa Cường Bắc,hải châu,6.4,75.0,Không,True,True,5.0,15.0,3
 Lưu Quý Kỳ,Hòa Cường Bắc,hải châu,6.0,70.0,Không,True,True,5.0,13.5,3
 Lưu Quý Kỳ,Hòa Cường Bắc,hải châu,6.1,80.0,Không,True,True,5.0,14.0,3
 An Dương Vương,Mỹ An,ngũ hành sơn,5.68,80.0,Không,True,True,6.0,12.0,4
 Tiểu La,Hòa Cường Bắc,hải châu,4.6,56.0,Không,False,True,4.5,12.0,4
 Trần Văn Dư,Mỹ An,ngũ hành sơn,21.79,55.0,Không,True,True,12.0,21.0,4
 Nguyễn Bá Lân,Mỹ An,ngũ hành sơn,21.68,60.0,Không,True,True,12.0,22.0,4
 Trần Cao Vân,Tân Chính,thanh khê,2.6,4.0,Không,False,True,4.0,10.0,2
 Tiểu La,Hòa Cường Bắc,hải châu,3.53,50.0,Không,False,True,5.0,10.0,3
 Hà Huy Tập,Hòa Khê,thanh khê,4.29,80.0,Không,False,True,5.0,16.0,3
 Huỳnh Ngọc Huệ,Hòa Khê,thanh khê,4.279,100.0,Không,False,True,5.0,20.0,3
 Lê Duẩn,Tân Chính,hải châu,4.29,90.0,Không,False,True,4.5,20.0,3
 Lê Duẩn,Hải Châu I,hải châu,4.0,85.0,Không,False,True,4.5,19.0,3
 2/9,Hòa Cường Bắc,hải châu,6.3,70.0,Không,True,True,5.0,14.0,3
 Nguyễn Văn Linh,Hòa Thuận Tây,hải châu,13.0,90.0,Không,True,True,5.0,10.0,9
 Nguyễn Hoàng,Bình Thuận,hải châu,3.379,85.0,Không,False,True,4.5,18.0,1
 Phạm Văn Nghị,Hòa Thuận Tây,hải châu,4.45,51.0,Không,False,True,5.0,11.0,3
 Núi Thành,Hòa Thuận Tây,hải châu,4.45,55.0,Không,False,True,5.0,11.0,3
 Hoàng Diệu,Bình Thuận,hải châu,3.399,90.0,Không,False,True,5.0,18.0,1
 Nguyễn Lộ Trạch,Hòa Cường Nam,hải châu,14.9,420.0,Không,True,True,6.0,20.0,4
 Phan Trọng Tuệ,Hòa Cường Nam,hải châu,6.2,70.0,Nam,True,True,5.0,14.0,3
 Huỳnh Ngọc Huệ,Hòa Khê,thanh khê,7.8,100.0,Đông Bắc,True,True,4.5,22.22222222222222,2
 Tô Hiệu,Hòa Minh,liên chiểu,3.05,60.0,Đông Nam,False,True,4.3,13.953488372093023,2
 Hoàng Văn Thái,Hòa Khánh Nam,liên chiểu,2.55,7.0,Đông Bắc,False,True,4.7,1.4893617021276595,2
 Nguyễn Lương Bằng,Hòa Khánh Bắc,liên chiểu,2.35,75.0,Đông Bắc,False,True,5.15,15.0,1
 Nguyễn Sắc Kim,Hòa Xuân,cẩm lệ,4.89,100.0,Đông Bắc,True,True,5.0,20.0,3
 Tiểu La,Hòa Cường,hải châu,3.85,50.0,Nam,False,True,25.0,25.0,4
 Tôn Đản,Hòa An,cẩm lệ,2.55,106.0,Tây Nam,False,True,5.4,19.62962962962963,1
 Trần Cao Vân,Thanh Khê Đông,thanh khê,2.45,56.0,Tây Bắc,False,True,28.0,28.0,3
 Nguyễn Phước Nguyên,An Khê,thanh khê,3.25,48.0,Đông Nam,False,True,4.0,12.0,3
 Nguyễn Phước Thái,Hòa Khê,thanh khê,5.29,90.0,Tây Bắc,True,True,5.0,18.0,2
 Bình An 2,Hòa Cường Bắc,hải châu,4.55,60.0,Bắc,True,True,4.5,13.333333333333334,3
 Phạm Cự Lượng,An Hải Tây,sơn trà,4.3,74.0,Tây Bắc,False,True,3.6,24.0,3
 Trần Nguyên Đán,Hòa Minh,liên chiểu,5.6,80.0,Tây Nam,True,True,5.0,16.0,3
 Gò Nãy 4,Hòa Minh,liên chiểu,3.97,9.0,Đông Bắc,True,True,5.0,1.8,2
 Cù Chính Lan,Hòa Khê,thanh khê,5.7,77.0,Tây Bắc,True,True,4.8,16.041666666666668,3
 Phước Lý 5,Hòa Minh,liên chiểu,3.65,110.0,Đông Bắc,True,True,5.0,22.0,2
 Hà Huy Tập,Hòa Khê,thanh khê,3.97,61.0,Tây Bắc,False,False,5.5,11.090909090909092,3
 Bắc Sơn,Hòa An,cẩm lệ,6.2,100.0,Tây Nam,True,True,5.0,20.0,3
 Nguyễn Hữu Thọ,Khuê Trung,cẩm lệ,56.8,496.0,Tây Bắc,True,False,20.0,24.0,3
 Tôn Quang Phiệt,Nại Hiên Đông,sơn trà,6.49,90.0,Tây Nam,True,True,4.5,20.0,3
 Nguyễn Nhàn,Hòa Thọ Đông,cẩm lệ,2.65,6.0,Tây Nam,False,True,3.0,3.0,2
 Nguyễn Phước Nguyên,An Khê,thanh khê,3.6,50.0,Nam,False,True,4.2,13.0,3
 Hoàng Thúc Trâm,Hòa Cường Bắc,hải châu,4.85,50.0,Tây Nam,False,True,5.0,10.0,4
 Nguyễn Chích,Hòa Minh,liên chiểu,5.95,75.0,Tây Nam,True,True,5.0,15.0,3
 Nước Mặn 5,Khuê Mỹ,ngũ hành sơn,5.49,95.0,Tây Nam,True,False,5.0,19.0,3
 Phan Thanh,Tân Chính,thanh khê,3.7,70.0,Đông,False,True,4.0,18.0,3
 Trần Cao Vân,Xuân Hà,thanh khê,3.45,57.0,Tây,False,True,28.5,28.5,3
 Đào Sư Tích,Hòa Minh,liên chiểu,3.85,60.0,Đông,True,True,4.0,15.0,3
 Tô Hiệu,Hòa Minh,liên chiểu,2.45,100.0,Đông Nam,False,True,5.0,20.0,1
 Nguyễn Công Hoan,Hòa An,cẩm lệ,3.65,10.0,Tây Nam,True,True,5.0,2.0,1
 Ngô Chân Lưu,Hòa Minh,liên chiểu,2.65,65.0,Đông,False,True,4.0,12.0,2
 An Thượng 5,Mỹ An,ngũ hành sơn,8.2,68.0,Tây Nam,True,True,4.5,15.0,2
 Ngô Thì Nhậm,Hòa Khánh Bắc,liên chiểu,3.18,6.0,Đông Bắc,False,True,5.0,13.0,2
 Nguyễn Phước Nguyên,An Khê,thanh khê,4.97,80.0,Đông Bắc,True,True,5.0,16.0,3
 Đoàn Hữu Trưng,Hòa An,cẩm lệ,3.9,9.0,Tây Nam,True,True,5.0,18.5,1
 Mỹ An 4,Mỹ An,ngũ hành sơn,22.0,131.0,Tây Nam,True,True,5.0,26.0,8
 Lê Thị Hồng Gấm,Hòa Cường Nam,hải châu,5.45,60.0,Đông,True,False,4.0,15.0,3
 Trần Xuân Lê,Hòa Khê,thanh khê,2.88,6.0,Tây Bắc,False,True,3.0,3.0,2
 Lê Thanh Nghị,Hòa Cường Bắc,hải châu,3.75,70.0,Tây Nam,False,True,5.0,14.0,2
 Trần Đình Tri,Hòa Minh,liên chiểu,3.0,64.0,Tây Bắc,False,True,8.0,8.0,2
 Cù Chính Lan,Hòa Khê,thanh khê,3.45,68.0,Đông Nam,False,True,4.2,16.4,2
 Cù Chính Lan,Hòa Khê,thanh khê,2.45,5.0,Đông Nam,False,True,4.0,13.0,2
 An Hòa 10,Khuê Trung,cẩm lệ,4.69,77.0,Tây Nam,True,True,5.0,15.0,4
 Tô Hiệu,Hòa Minh,liên chiểu,3.85,68.0,Đông Nam,False,True,5.5,12.363636363636363,3
 Phước Trường 17,Mân Thái,sơn trà,3.88,70.0,Đông Nam,True,True,3.7,18.91891891891892,3
 Đô Đốc Lân,Hòa Xuân,cẩm lệ,6.05,100.0,Đông,True,True,5.0,20.0,4
 Nguyễn Lương Bằng,Hòa Khánh Bắc,liên chiểu,2.35,57.0,Đông Nam,False,True,4.0,15.0,3
 Hoàng Diệu,Hòa Thuận Đông,hải châu,3.3,57.0,Tây Bắc,False,True,4.0,14.5,3
 Bàu Năng 11,Hòa Minh,liên chiểu,3.35,6.0,Tây Nam,False,True,7.2,9.0,3
 Dương Bích Liên,Thanh Khê Tây,thanh khê,4.75,70.0,Nam,True,True,5.0,14.0,3
 Trường Chinh,Hòa Phát,cẩm lệ,2.78,70.0,Tây Bắc,False,True,35.0,35.0,2
  Lê Văn Sĩ,Hòa Minh,liên chiểu,3.79,70.0,Tây Nam,True,True,5.0,14.0,3
 Nam Cao,Hòa Khánh Nam,liên chiểu,2.85,117.0,Bắc,False,True,5.0,23.5,1
 Tiểu La,Hòa Cường,hải châu,3.59,5.0,Đông,False,True,4.1,1.2195121951219514,3
 Tô Hiệu,Hòa Minh,liên chiểu,3.595,75.0,Tây Bắc,False,True,37.5,37.5,3
 Nguyễn Thị Cận,Hòa An,cẩm lệ,3.45,105.0,Tây Nam,True,True,5.0,21.0,2
 Âu Cơ,Hòa Khánh Bắc,liên chiểu,7.0,103.0,Đông Bắc,True,True,4.5,22.88888888888889,1
 Nguyễn Như Hạnh,Hòa Minh,liên chiểu,3.85,53.0,Tây Nam,True,False,26.5,26.5,3
 Bàu Năng 2,Hòa Minh,liên chiểu,4.85,9.0,Tây Nam,True,False,5.0,18.5,3
 Tô Hiệu,Hòa Minh,liên chiểu,3.2,60.0,Tây,False,False,5.8,10.5,3
 Phạm Văn Nghị,Hòa Thuận Đông,hải châu,4.29,60.0,Tây Bắc,False,False,4.0,15.0,3
 Hà Huy Tập,Hòa Khê,thanh khê,11.0,75.0,Tây,True,True,5.0,15.0,3
 Đặng Chất,Hòa Khánh Bắc,liên chiểu,4.4,134.0,Tây Bắc,True,True,6.0,22.0,1
 Nguyễn Đình Tứ,Hòa An,cẩm lệ,3.6,8.0,Tây Bắc,True,True,5.0,1.6,1
 Phạm Nhữ Tăng,Hòa Khê,thanh khê,3.5,57.0,Đông Bắc,False,True,28.5,28.5,3
 Đỗ Quang,Thạch Thang,hải châu,2.85,50.0,Nam,False,True,25.0,25.0,2
 Phú Lộc 1,Hòa Minh,liên chiểu,4.95,77.0,Tây Nam,True,True,38.5,38.5,3
 Đinh Công Tráng,Thanh Bình,hải châu,6.55,60.0,Nam,True,True,30.0,30.0,3
 Đoàn Nhữ Hài,Hòa Khê,thanh khê,5.9,80.0,Đông Bắc,True,True,4.0,20.0,3
 K20,Khuê Mỹ,ngũ hành sơn,2.85,73.0,Đông Nam,False,True,36.5,36.5,2
 Thái Thị Bôi,Chính Gián,thanh khê,2.99,5.0,Nam,False,True,4.0,1.25,2
 Mai Lão Bạng,Thuận Phước,hải châu,3.75,50.0,Đông Nam,False,True,5.0,10.0,4
 Dũng Sĩ Thanh Khê,Thanh Khê Tây,thanh khê,3.75,70.0,Đông Nam,False,True,35.0,35.0,3
 Hải Phòng,Chính Gián,thanh khê,3.2,46.0,Tây Bắc,False,True,23.0,23.0,3
 503 Trưng Nữ Vương,Hòa Thuận Tây,hải châu,4.7,80.0,Tây,False,True,4.0,20.0,3
 Hoàng Thúc Trâm,Hòa Cường Bắc,hải châu,3.8,70.0,Không,False,True,3.5,20.0,2
 Trần Hưng Đạo,An Hải Bắc,sơn trà,3.4,81.0,Tây,False,True,5.5,14.727272727272727,1
 Nguyễn Duy Hiệu,An Hải Đông,sơn trà,9.0,14.0,Tây Bắc,True,True,5.9,23.0,1
 An Thượng 4,Mỹ An,ngũ hành sơn,20.0,90.0,Tây Nam,True,True,5.0,18.0,4
 Phước Trường 11,Phước Mỹ,sơn trà,14.5,100.0,Tây,True,True,5.0,20.0,5
 Nguyễn Tri Phương,Hòa Thuận Đông,hải châu,10.0,71.0,Tây Nam,True,True,4.8,14.8,3
 Hải Hồ,Thanh Bình,hải châu,11.0,76.0,Tây Bắc,True,True,7.0,10.7,3
 Lê Đại,Hòa Cường Bắc,hải châu,6.0,83.0,Tây,True,True,5.0,16.5,1
 Nguyễn Sơn Hà,Hòa Cường Bắc,hải châu,7.5,70.0,Tây Nam,True,True,5.0,14.0,3
 An Thượng 1,Mỹ An,ngũ hành sơn,15.7,80.0,Đông,True,True,5.0,16.0,3
 Phạm Đình Hổ,Hòa Minh,liên chiểu,8.0,140.0,Đông Nam,True,True,7.0,20.0,3
 Kinh Dương Vương,Hòa Minh,liên chiểu,8.3,99.0,Tây Nam,True,True,4.5,22.0,3
 Bình Thái 4,Hòa Thọ Đông,cẩm lệ,8.320953607889361,98.0,Không,True,True,5.0,19.0,2
 49 Hoàng Văn Thái,Hòa Minh,liên chiểu,2.48,5.0,Tây Bắc,False,True,5.5,9.2,2
 Nguyễn Hữu Thọ,Hòa Thuận Tây,hải châu,4.3,100.0,Bắc,False,True,4.5,22.0,2
 Lê Vĩnh Huy,Hòa Cường Bắc,hải châu,3.55,50.0,Không,False,False,8.0,6.5,3
 Tố Hữu,Hòa Cường Nam,hải châu,11.0,9.0,Nam,True,True,14.7,6.0,2
 Dương Bích Liên,Hòa Minh,liên chiểu,6.0,90.0,Đông Bắc,True,True,5.0,18.0,3
 Nguyễn Thành Hãn,Hòa Thuận Tây,hải châu,9.4,14.0,Đông Bắc,True,True,143.0,29.0,1
 Phạm Tu,An Hải Bắc,sơn trà,5.7,64.0,Đông,True,True,4.0,16.0,3
 An Thượng 24,Mỹ An,ngũ hành sơn,6.5,106.0,Tây Nam,True,True,7.0,15.0,1
 Nguyễn Chích,Hòa Minh,liên chiểu,3.6,76.0,Đông Bắc,True,True,4.5,17.0,1
 Bình Hòa 4,Khuê Trung,cẩm lệ,8.7,100.0,Đông Bắc,True,True,5.0,20.0,4
 Thanh Duyên,Thanh Bình,hải châu,7.3,70.0,Đông,True,True,4.0,17.5,3
 Lưu Trọng Lư,Hòa Cường Nam,hải châu,5.7,70.0,Bắc,True,True,4.0,17.5,4
 Nguyễn Dữ,Khuê Trung,cẩm lệ,4.2,80.0,Tây Bắc,True,True,5.0,16.0,1
 Nguyễn Hữu Dật,Hòa Cường Bắc,hải châu,13.0,100.0,Đông,True,True,5.0,20.0,3
 Hà Huy Tập,An Khê,thanh khê,16.5,121.0,Đông Nam,True,True,5.8,20.8,4
 Nguyễn Thị Minh Khai,Thạch Thang,hải châu,15.2,60.0,Đông,True,True,4.5,13.3,3
 Nguyễn Hữu Dật,Hòa Cường Bắc,hải châu,12.8,100.0,Tây,True,True,5.0,20.0,3
 Hoàng Diệu,Nam Dương,hải châu,21.0,100.0,Đông,True,True,6.5,15.5,3
 Nguyễn Du,Hải Châu I,hải châu,18.5,155.0,Nam,True,True,5.2,24.8,2
