Street,Ward,District,Prices,Area,toFace,type,certificate,width,length,floors,Location
 Kỳ Đồng,Xuân Hà,thanh khê,3.6,65,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,,2,"16.0714016,108.19120789"
 Tố Hữu,Hòa Cường Bắc,hải châu,5.8,100,Không,Nhà mặt tiền,Giấy tờ hợp lệ,,,2,"16.03441,108.21851"
 Lê Trọng Tấn,Hòa Phát,cẩm lệ,4.6,60,Không,Nhà mặt tiền,Giấy tờ hợp lệ,,,3,"16.03512,108.18029"
 Tôn Đức Thắng,Hòa Minh,liên chiểu,7.7,130,Không,Nhà mặt tiền,Giấy tờ hợp lệ,,,2,"16.07067,108.15084"
 Hòa Mỹ 6,Hòa Minh,liên chiểu,4,70,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,,4,"16.05905,108.16313"
 Nguyễn Văn Thoại,An Hải Đông,sơn trà,6.5,180,Không,Nhà mặt tiền,Giấy tờ hợp lệ,7.5,,,"16.05747,108.24433"
 Châu Thị Vĩnh Tế,Mỹ An,ngũ hành sơn,32,150,Không,Nhà mặt tiền,Giấy tờ hợp lệ,15,,4,"16.04978,108.24072"
 Lương Nhữ Hộc,Khuê Trung,cẩm lệ,6.4,80,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,,,"16.0337,108.21094"
 Tôn Đức Thắng,Hòa Minh,liên chiểu,7.8,150,Không,Nhà mặt tiền,Giấy tờ hợp lệ,6,,2,"16.07067,108.15084"
 Hoàng Đạo Thúy,Hòa Phát,cẩm lệ,5.2,130,Không,Nhà mặt tiền,Giấy tờ hợp lệ,,,3,"16.02004,108.19732"
 Lương Nhữ Hộc,Hòa Cường Bắc,hải châu,5.5,100,Không,Nhà mặt tiền,Giấy tờ hợp lệ,,,2,"16.04037,108.21179"
 Nguyễn Đăng Đạo,Hòa Cường Bắc,hải châu,5.5,100,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,,3,"16.03788,108.20817"
 Hương Hải Thiền Sư,An Hải Bắc,sơn trà,5.1,120,Không,Nhà mặt tiền,Giấy tờ hợp lệ,6,,,"16.08597,108.23328"
 Tôn Quang Phiệt,Nại Hiên Đông,sơn trà,4.6,95,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,,2,"16.08849,108.23516"
 Võ Duy Ninh,Mân Thái,sơn trà,10,170,Không,Nhà mặt tiền,Giấy tờ hợp lệ,9,,2,"16.09291,108.24852"
 Hồ Sĩ Tân,Mân Thái,sơn trà,7.4,160,Không,Nhà mặt tiền,Giấy tờ hợp lệ,7,25,3,"16.09447,108.22971"
 Mẹ Nhu,Thanh Khê Đông,thanh khê,5.8,110,Không,Nhà mặt tiền,Giấy tờ hợp lệ,6,,3,"16.0669,108.17988"
 Nại Nghĩa 1,Nại Hiên Đông,sơn trà,2.95,70,Không,Nhà mặt tiền,Giấy tờ hợp lệ,6,,,"16.08634,108.23068"
 Nguyễn Tri Phương,Thạc Gián,thanh khê,29,320,Không,Nhà mặt tiền,Giấy tờ hợp lệ,10,,2,"16.06071,108.20523"
 Kinh Dương Vương,Hòa Minh,liên chiểu,6.5,90,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,,2,"16.07745,108.16551"
 Tố Hữu,Hòa Cường Nam,hải châu,10.9,120,Không,Nhà mặt tiền,Giấy tờ hợp lệ,15,,2,"16.03441,108.21851"
 Hà Huy Tập,Hòa Khê,thanh khê,4.95,100,Không,Nhà mặt tiền,Giấy tờ hợp lệ,8,,1,"16.0704,108.19171"
 An Dương Vương,Mỹ An,ngũ hành sơn,7,105,Không,Nhà mặt tiền,Giấy tờ hợp lệ,,,3,"16.04387,108.23749"
 Trương Định,Mân Thái,sơn trà,8.2,120,Không,Nhà mặt tiền,Giấy tờ hợp lệ,10,,3,"16.08935,108.24592"
 Dương Quảng Hàm,Hòa Cường Nam,hải châu,5.4,75,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,,3,"16.07505,108.22114"
 Ngô Thì Sĩ,Mỹ An,ngũ hành sơn,13.9,110,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,,2,"16.04771,108.24537"
 Phan Tứ,Mỹ An,ngũ hành sơn,14.5,75,Không,Nhà trong hẻm,Giấy tờ hợp lệ,,,,"16.04607,108.24456"
 Hà Huy Tập,An Khê,thanh khê,4.45,75,Không,Nhà trong hẻm,Giấy tờ hợp lệ,6,,3,"16.0704,108.19171"
 Hà Huy Tập,Hòa Khê,thanh khê,2.55,60,Không,Nhà trong hẻm,Giấy tờ hợp lệ,,,2,"16.0704,108.19171"
 Tiểu La,Hòa Cường Bắc,hải châu,4.1,90,Không,Nhà trong hẻm,Giấy tờ hợp lệ,,,3,"16.04649,108.22182"
 Lý Tự Trọng,Thạch Thang,hải châu,5.3,70,Không,Nhà trong hẻm,Giấy tờ hợp lệ,6.2,,3,"16.07853,108.21389"
 Lê Thanh Nghị,Hòa Cường Bắc,hải châu,6.8,100,Không,Nhà trong hẻm,Giấy tờ hợp lệ,,,5,"16.03029,108.21903"
 Nguyễn Công Trứ,An Hải Tây,sơn trà,3.55,70,Không,Nhà trong hẻm,Giấy tờ hợp lệ,,,2,"16.06847,108.23054"
 Ngô Quyền,An Hải Bắc,sơn trà,4.5,140,Không,Nhà trong hẻm,Giấy tờ hợp lệ,6,,2,"16.09631,108.24529"
 Trưng Nữ Vương,Bình Hiên,hải châu,2.2,90,Không,Nhà trong hẻm,Giấy tờ hợp lệ,6,,1,"16.05375,108.21903"
 Điện Biên Phủ,Thanh Khê Đông,thanh khê,4.25,55,Không,Nhà trong hẻm,Giấy tờ hợp lệ,5,11,3,"16.06715,108.196"
 Nguyễn Văn Thoại,Phước Mỹ,sơn trà,12,165,Không,Nhà trong hẻm,Giấy tờ hợp lệ,10,16.5,2,"16.05747,108.24433"
 Chế Lan Viên,Mỹ An,ngũ hành sơn,6.99,120,Không,Nhà trong hẻm,Giấy tờ hợp lệ,8,15,2,"16.04228,108.24575"
 Nguyễn Lữ,Mỹ An,ngũ hành sơn,28.7,70,Không,Nhà mặt tiền,Giấy tờ hợp lệ,15,18,3,"16.03409,108.24061"
 Hồ Xuân Hương,Mỹ An,ngũ hành sơn,15,90,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,18,5,"16.04025,108.24712"
 An Thượng 12,Mỹ An,ngũ hành sơn,3.5,40,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4,10,2,"16.04766,108.24232"
 Tô Hiến Thành,Phước Mỹ,sơn trà,7.9,70,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,15,5,"16.06028,108.24304"
 Hồ Hán Thương,Nại Hiên Đông,sơn trà,8,100,Không,Nhà mặt tiền,Không có,5,20,4,"16.09272,108.23016"
 Phước Mỹ 1,Phước Mỹ,sơn trà,20,,Không,Nhà mặt tiền,Giấy tờ hợp lệ,10,22,2,"16.06608,108.24169"
 Đỗ Bá,Mỹ An,ngũ hành sơn,11.9,70,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,14,3,"16.05193,108.24696"
 Chính Hữu,Phước Mỹ,sơn trà,16.9,1,Không,Nhà mặt tiền,Giấy tờ hợp lệ,9,12,3,"16.10449,108.26139"
 Bằng Lăng 1,An Hải Tây,sơn trà,10.9,100,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,20,3,"16.08923,108.24709"
 An Thượng 29,Mỹ An,ngũ hành sơn,17,77,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,15,4,"16.04714,108.2421"
 Mạc Đăng Doanh,Hòa Xuân,cẩm lệ,3.9,100,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,200,3,"16.05069,108.17914"
 Nguyễn Thông,An Hải Tây,sơn trà,9.7,100,Không,Nhà mặt tiền,Giấy tờ hợp lệ,50,200,3,"16.06623,108.23107"
 An Thượng 38,Mỹ An,ngũ hành sơn,11.3,116,Không,Nhà mặt tiền,Giấy tờ hợp lệ,10,11.6,2,"16.04689,108.24197"
 Nguyễn Hàng Chi,Hòa Hiệp Nam,liên chiểu,3.45,140,Không,Nhà mặt tiền,Giấy tờ hợp lệ,7,20,2,"16.10103,108.133"
 Nguyễn Hữu Thọ,Hòa Cường Bắc,hải châu,24,125,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,25,5,"16.03954,108.21035"
 An Thượng 21,Mỹ An,ngũ hành sơn,12.5,160,Không,Nhà mặt tiền,Giấy tờ hợp lệ,9,18,2,"16.05281,108.23929"
 An Thượng 32,Mỹ An,ngũ hành sơn,15.5,75,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,16,5,"16.05121,108.24617"
 Trương Định,Nại Hiên Đông,sơn trà,7.7,96,Không,Nhà mặt tiền,Giấy tờ hợp lệ,13,15,3,"16.08935,108.24592"
 Cao Bá Quát,An Hải Tây,sơn trà,11.3,110,Không,Nhà mặt tiền,Giấy tờ hợp lệ,7,16,3,"16.06433,108.23061"
 An Thượng 32,Mỹ An,ngũ hành sơn,15,8,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,17,7,"16.05121,108.24617"
 Nại Tú 1,Nại Hiên Đông,sơn trà,3.3,53,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4,14,2,"16.0808,108.22931"
 An Thượng 38,Mỹ An,ngũ hành sơn,8.8,60,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,12,4,"16.04689,108.24197"
 An Thượng 37,Khuê Mỹ,ngũ hành sơn,11.5,60,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,12,5,"16.04693,108.24217"
 Đà Nẵng Diên Hồng,Hòa Xuân,cẩm lệ,18,,Không,Nhà mặt tiền,Không có,10,20,7,"16.04287,108.16986"
 Tiên Sơn 20,Hòa Cường Nam,hải châu,9.2,180,Không,Nhà mặt tiền,Giấy tờ hợp lệ,10,18,2,"16.03084,108.21588"
 An Trung 8,An Hải Tây,sơn trà,4,58,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.5,11,2,"16.05655,108.23464"
 Nguyễn Tất Thành,Thanh Bình,hải châu,17.5,125,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,25,4,"16.08179,108.21196"
 Đô Đốc Tuyết,Hòa Xuân,cẩm lệ,3.8,96,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,19.5,2,"15.99456,108.21192"
 Trương Định,Mân Thái,sơn trà,8.1,110,Không,Nhà mặt tiền,Không có,9,12,3,"16.08935,108.24592"
 Hoàng Sĩ Khải,An Hải Bắc,sơn trà,3.4,75,Không,Nhà trong hẻm,Giấy tờ hợp lệ,3.5,21,2,"16.07566,108.23193"
 Lâm Hoành,Phước Mỹ,sơn trà,3.8,68,Không,Nhà trong hẻm,Giấy tờ hợp lệ,4,17,3,"16.06168,108.24547"
 Nguyễn Công Trứ,Phước Mỹ,sơn trà,3.55,70,Không,Nhà trong hẻm,Giấy tờ hợp lệ,4,15,2,"16.06847,108.23054"
 Vũ Tông Phan,Mân Thái,sơn trà,4.7,113,Không,Nhà trong hẻm,Giấy tờ hợp lệ,8,14,2,"16.09276,108.24662"
 Núi Thành,Hòa Cường Nam,hải châu,4.2,80,Không,Nhà trong hẻm,Giấy tờ hợp lệ,7,12,3,"16.03194,108.22279"
 Nguyễn Phan Vinh,Thọ Quang,sơn trà,5.7,90,Không,Nhà trong hẻm,Giấy tờ hợp lệ,7,13,3,"16.10053,108.25114"
 Chu Mạnh Trinh,Hòa Cường Nam,hải châu,4.7,73,Tây,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,,1,"16.03377,108.21313"
 0-0 Nguyễn Thành Hãn,Hòa Thuận Tây,hải châu,2.7,60,Không,Nhà trong hẻm,Giấy tờ hợp lệ,4.5,13.2,1,"16.04617,108.20828"
 Nguyễn Duy Hiệu,An Hải Đông,sơn trà,3.75,78,Không,Nhà trong hẻm,Giấy tờ hợp lệ,3.5,23,2,"16.05584,108.23943"
 0-0 Dương Quảng Hàm,Khuê Trung,cẩm lệ,5.7,7,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,16,4,"16.03387,108.21396"
 Thanh Thủy,Thanh Bình,hải châu,6.25,65,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,4.3,15,2,"16.08232,108.21374"
 Nguyễn Sơn,Hòa Cường Nam,hải châu,8,100,Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5,20,3,"16.03095,108.22963"
 Sơn Thủy 12,Hòa Hải,ngũ hành sơn,3.6,80,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5,16,2,"16.01298,108.25172"
 Bình An 7,Hòa Cường Bắc,hải châu,3.65,36,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,,2,"16.03699,108.21576"
 Mỹ An 12,Mỹ An,ngũ hành sơn,5.6,100,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,20,2,"16.04145,108.239"
 Tôn Thất Tùng,Thạc Gián,thanh khê,5.49,58,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,13,2,"16.0581,108.21239"
 Thái Phiên,Phước Ninh,hải châu,8.3,83,Tây,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,18.5,3,"16.06509,108.22165"
 Đông Giang,An Hải Tây,sơn trà,5.3,70,Đông,Nhà mặt tiền,Giấy tờ hợp lệ,5,14,2,"16.06012,108.23263"
 Sơn Thủy Đông 3,Hòa Hải,ngũ hành sơn,7.8,100,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,20,5,"16.01511,108.25758"
 Tôn Quang Phiệt,Nại Hiên Đông,sơn trà,4.8,90,Tây,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,20,1,"16.08849,108.23516"
 Nguyễn Hoàng,Hải Châu II,hải châu,8.7,53,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,4.3,12,3,"16.05469,108.21202"
 Phước Trường 12,Phước Mỹ,sơn trà,7.2,80,Nam,Nhà mặt tiền,Không có,5,,3,"16.07788,108.24183"
 Chu Mạnh Trinh,Hòa Cường Nam,hải châu,4.65,75,Tây,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,16.6,2,"16.03377,108.21313"
 Mai Dị,Hòa Cường Bắc,hải châu,6.4,77,Đông,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,13.7,4,"16.0446,108.21827"
 Trần Văn Dư,Mỹ An,ngũ hành sơn,22.9,5,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,12,,4,"16.04149,108.24495"
 An Cư 4,An Hải Bắc,sơn trà,5.59,68,Đông,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,15,1,"16.07287,108.24054"
 Ngô Quyền,Thọ Quang,sơn trà,7.5,108,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5,21,3,"16.09631,108.24529"
 Lê Đình Thám,Hòa Thuận Đông,hải châu,8.65,54,Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,12,2,"16.04967,108.21624"
 Trần Phú,Hải Châu I,hải châu,16.99,93,Tây,Nhà mặt tiền,Giấy tờ hợp lệ,4,22.7,2,"16.07078,108.22397"
 Nguyễn Hữu Thọ,Hòa Thuận Tây,hải châu,13.5,85,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,4.1,20.5,3,"16.03954,108.21035"
 Tân Lập 1,Thạch Thang,hải châu,8.1,58,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,4,,2,"16.08132,108.22"
 Thanh Thủy,Thanh Bình,hải châu,5.8,57,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,4,13,2,"16.08232,108.21374"
 An Thượng 16,Mỹ An,ngũ hành sơn,4.7,64,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,4.7,,2,"16.04784,108.2418"
 Phạm Văn Bạch,Hòa Cường Nam,hải châu,5.8,90,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,20,2,"16.03197,108.22656"
 Nguyễn Thiện Kế,An Hải Đông,sơn trà,5.15,77,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5,,1,"16.06034,108.23891"
 An Thượng 38,Mỹ An,ngũ hành sơn,8.5,60,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5,12,4,"16.04689,108.24197"
 Nguyễn Hoàng,Vĩnh Trung,thanh khê,11.5,75,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,17,4,"16.06021,108.21357"
 Nguyễn Đức Cảnh,Thuận Phước,hải châu,3.95,59,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,13,1,"16.08926,108.21863"
 An Dương Vương,Mỹ An,ngũ hành sơn,6.5,100,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,22,2,"16.04387,108.23749"
 Lý Đạo Thành,Mân Thái,sơn trà,5.3,100,Tây,Nhà mặt tiền,Giấy tờ hợp lệ,5,20,2,"16.08806,108.23958"
 An Cư 1,An Hải Bắc,sơn trà,5.7,56,Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,4,14,2,"16.06764,108.24255"
 Phan Châu Trinh,Bình Thuận,hải châu,3.39,58,Bắc,Nhà trong hẻm,Giấy tờ hợp lệ,4.6,,2,"16.05775,108.21896"
 Đống Đa,Thuận Phước,hải châu,4.5,65,Tây Nam,Nhà trong hẻm,Giấy tờ hợp lệ,6,11,3,"16.07503,108.21489"
 Hùng Vương,Vĩnh Trung,thanh khê,3.7,119,Tây Nam,Nhà trong hẻm,Giấy tờ hợp lệ,5.37,,1,"16.06689,108.21214"
 Lý Tự Trọng,Thanh Bình,hải châu,3.25,79,Không,Nhà trong hẻm,Giấy tờ hợp lệ,5,14,1,"16.07853,108.21389"
 Hoàng Diệu,Bình Thuận,hải châu,3.58,5,Nam,Nhà trong hẻm,Giấy tờ hợp lệ,4,,3,"16.05467,108.21737"
 Phan Thanh,Thạc Gián,thanh khê,3.2,50,Không,Nhà trong hẻm,Giấy tờ hợp lệ,5,,3,"16.06302,108.20878"
 Cô Giang,Phước Ninh,hải châu,2.55,35,Tây Bắc,Nhà trong hẻm,Giấy tờ hợp lệ,4,,3,"16.062,108.2217"
 Nguyễn Văn Thoại,Khuê Mỹ,ngũ hành sơn,4.4,115,Tây,Nhà trong hẻm,Giấy tờ hợp lệ,5,23,1,"16.05129,108.24253"
 Hàm Tử,Mỹ An,ngũ hành sơn,6.7,167,Không,Nhà trong hẻm,Giấy tờ hợp lệ,5.8,28,2,"16.04702,108.23697"
 Hoàng Sĩ Khải,An Hải Bắc,sơn trà,3.4,75,Tây Bắc,Nhà trong hẻm,Giấy tờ hợp lệ,3.5,21.3,2,"16.07566,108.23193"
 Phan Thanh,Thạc Gián,thanh khê,4.5,68,Đông Nam,Nhà trong hẻm,Giấy tờ hợp lệ,4,17,2,"16.06302,108.20878"
 Cao Thắng,Thanh Bình,hải châu,3.7,75,Tây Nam,Nhà trong hẻm,Giấy tờ hợp lệ,4.3,17.5,1,"16.07657,108.21369"
 Trưng Nữ Vương,Bình Hiên,hải châu,2.35,35,Tây Nam,Nhà trong hẻm,Giấy tờ hợp lệ,3.2,11,2,"16.05375,108.21903"
 Mai Lão Bạng,Thuận Phước,hải châu,3.75,50,Đông Nam,Nhà trong hẻm,Giấy tờ hợp lệ,4.7,,4,"16.08414,108.21865"
 K20,Khuê Mỹ,ngũ hành sơn,3.2,100,Tây Nam,Nhà trong hẻm,Giấy tờ hợp lệ,5,20,1,"16.02427,108.24882"
 Mai Lão Bạng,Thuận Phước,hải châu,3.4,51,Đông Nam,Nhà trong hẻm,Giấy tờ hợp lệ,6,,3,"16.08414,108.21865"
 Sơn Thủy 12,Hòa Hải,ngũ hành sơn,3.6,80,Đông Bắc,Nhà mặt tiền,Không có,5,16,2,"16.01298,108.25172"
 Hồ Trung Lượng,Hòa Xuân,cẩm lệ,5.7,100,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5,20,4,"16.01794,108.23238"
 Nguyễn Bỉnh Khiêm,An Hải Tây,sơn trà,5.8,66,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5,,2,"16.06415,108.23249"
 Lưu Quang Thuận,Mỹ An,ngũ hành sơn,4.3,80,Nam,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,17,1,"16.04071,108.24537"
 Võ Duy Ninh,Thọ Quang,sơn trà,5.3,125,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,25,2,"16.09291,108.24852"
 Nguyễn Tri Phương,Hòa Thuận Tây,hải châu,4.3,83,Tây Bắc,Nhà trong hẻm,Giấy tờ hợp lệ,3.5,23,3,"16.05232,108.21081"
 0-0 Thanh Hải,Thanh Bình,hải châu,8.9,10,Không,Nhà mặt tiền,Giấy tờ hợp lệ,7.4,13.8,3,"16.08158,108.21286"
 K7 Quang Trung,Hải Châu I,hải châu,5.6,68,Không,Nhà trong hẻm,Giấy tờ hợp lệ,7.5,9.2,3,"16.07512,108.22238"
 0-0 Phạm Cự Lượng,Phước Mỹ,sơn trà,9.6,11,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4,28,3,"16.06044,108.23629"
 0-0 Trần Thái Tông,An Khê,thanh khê,5.3,98,Không,Nhà mặt tiền,Giấy tờ hợp lệ,7,14,2,"16.04077,108.18846"
 0-0 Nguyễn Phước Nguyên,Hòa Khê,thanh khê,4.98,80,Không,Nhà mặt tiền,Không có,5,16,3,"16.05452,108.18347"
 0-0 Lê Đại Hành,Hòa Thọ Đông,cẩm lệ,12.7,165,Không,Nhà mặt tiền,Giấy tờ hợp lệ,7.5,22,1,"16.02205,108.20023"
 0-0 Mai Thúc Lân,Mỹ An,ngũ hành sơn,18,135,Không,Nhà mặt tiền,Giấy tờ hợp lệ,6,22.5,2,"16.04228,108.24575"
 0-0 Phó Đức Chính,An Hải Bắc,sơn trà,6.2,9,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4,23,2,"16.08276,108.23979"
 0-0 Thế Lữ,An Hải Bắc,sơn trà,14,300,Không,Nhà mặt tiền,Giấy tờ hợp lệ,10,30,2,"16.08281,108.23586"
 0-0 Phan Bôi,An Hải Bắc,sơn trà,7.8,76,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.1,15,3,"16.06902,108.23521"
 K47 Lý Thái Tổ,Thạc Gián,thanh khê,2.85,68,Không,Nhà trong hẻm,Giấy tờ hợp lệ,5,13.6,1,"16.06624,108.20912"
 0-0 Đỗ Bá,Mỹ An,ngũ hành sơn,12,70,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,14,3,"16.05193,108.24696"
 0-0 Nại Hiên Đông 12,Nại Hiên Đông,sơn trà,3.85,70,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,15.5,3,"16.09454,108.22894"
 0-0 Vũ Quỳnh,Thanh Khê Tây,thanh khê,3.95,75,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,15,1,"16.07717,108.17347"
 0-0 Xô Viết Nghệ Tĩnh,Khuê Trung,cẩm lệ,12.5,94,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,18.8,3,"16.03153,108.21205"
 0-0 Trịnh Đình Thảo,Khuê Trung,cẩm lệ,8.5,100,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5,20,3,"16.02612,108.21232"
 0-0 Lê Đình Dương,Phước Ninh,hải châu,13.5,67,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4.2,16,3,"16.06251,108.21658"
 Lê Đại Hành,Hòa Thọ Đông,cẩm lệ,8.7,100,Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,,,2,"16.02205,108.20023"
 Ngô Quyền,An Hải Tây,sơn trà,12,87,Đông,Nhà mặt tiền,Giấy tờ hợp lệ,,,2,"16.09631,108.24529"
 Phan Thúc Trực,Xã Hòa Châu,hòa vang,5.5,,Không,Nhà mặt tiền,Giấy tờ hợp lệ,,,1,"16.05316,108.24145"
 Trần Cao Vân,Tam Thuận,thanh khê,2.25,31,Không,Nhà trong hẻm,Giấy tờ hợp lệ,,,2,"16.0738,108.20758"
 Hoàng Diệu,Phước Ninh,hải châu,10.5,56,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,,,3,"16.05467,108.21737"
 Lưu Nhân Chú,Khuê Trung,cẩm lệ,3.5,70,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,,,1,"16.02025,108.20802"
 Kha Vạng Cân,Xã Hòa Châu,hòa vang,3.25,100,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,,,1,"16.00338,108.21032"
 Nguyễn Hồng Ánh,Xã Hòa Châu,hòa vang,6,95,Không,Nhà mặt tiền,Không có,,,3,"15.99754,108.20015"
 Lương Văn Can,Khuê Trung,cẩm lệ,5.3,85,Đông,Nhà mặt tiền,Giấy tờ hợp lệ,,,2,"16.02266,108.21062"
 Nguyễn Hoàng,Vĩnh Trung,thanh khê,2.6,43,Không,Nhà trong hẻm,Giấy tờ hợp lệ,,,3,"16.06021,108.21357"
 Phan Bá Vành,Nại Hiên Đông,sơn trà,7,150,Không,Nhà mặt tiền,Không có,10,15,2,"16.0996,108.23232"
 Huy Cận,Hòa Cường Nam,hải châu,5.6,70,Không,Nhà mặt tiền,Không có,5,14,3,"16.03315,108.21869"
 Lê Lai,Thạch Thang,hải châu,7,50,Không,Nhà mặt tiền,Không có,4.25,11.5,2,"16.07526,108.21788"
 Tiên Sơn 5,Hòa Cường Nam,hải châu,3.85,65,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4,16.6,1,"16.03399,108.21983"
 Hồ Biểu Chánh,Hòa Cường Nam,hải châu,5,71,Không,Nhà mặt tiền,Không có,4,17.3,1,"16.03502,108.21987"
 An Dương Vương,Mỹ An,ngũ hành sơn,6,100,Không,Nhà mặt tiền,Không có,4.5,22,2,"16.04387,108.23749"
 Bùi Hữu Nghĩa,Phước Mỹ,sơn trà,5.2,66,Không,Nhà mặt tiền,Không có,4.1,16,3,"16.06569,108.24129"
 Hồ Tông Thốc,Hòa Cường Bắc,hải châu,5.6,93,Không,Nhà mặt tiền,Không có,5,18.5,2,"16.04054,108.21227"
 Yên Khê 2,Thanh Khê Tây,thanh khê,5,77,Không,Nhà mặt tiền,Không có,4.5,17.5,2,"16.0714016,108.19120789"
 Lê Thị Hồng Gấm,Hòa Cường Nam,hải châu,7.4,78,Không,Nhà mặt tiền,Không có,5.75,14.5,3,"16.03478,108.21788"
 Đa Phước 9,Khuê Mỹ,ngũ hành sơn,5.8,103,Không,Nhà mặt tiền,Không có,6,18,3,"16.02715,108.24152"
 Nguyễn Tất Thành,Xuân Hà,thanh khê,12.9,125,Không,Nhà mặt tiền,Không có,5,25,3,"16.07765,108.17369"
 Nguyễn Cao,Thanh Khê Đông,thanh khê,5,75,Không,Nhà mặt tiền,Không có,5,15,3,"16.07431,108.18068"
 Lê Bôi,Mân Thái,sơn trà,5.5,57,Không,Nhà mặt tiền,Không có,4.3,15,2,"16.08276,108.24726"
 Vũ Quỳnh,Thanh Khê Tây,thanh khê,3.9,75,Không,Nhà mặt tiền,Không có,5,15,1,"16.07717,108.17347"
 Trần Thánh Tông,Nại Hiên Đông,sơn trà,11.7,174,Không,Nhà mặt tiền,Không có,9,20,4,"16.09121,108.23348"
 Lê Bôi,Mân Thái,sơn trà,6,67,Không,Nhà mặt tiền,Không có,5,13,3,"16.08276,108.24726"
 Lưu Quý Kỳ,Hòa Cường Nam,hải châu,6.6,60,Không,Nhà mặt tiền,Không có,4.5,13.5,4,"16.03605,108.22335"
 Tống Phước Phổ,Hòa Cường Bắc,hải châu,6.6,68,Không,Nhà mặt tiền,Không có,5,13.5,3,"16.04524,108.22224"
