 Street,Ward,District,Prices,Area,toFace,type,certificate,width,length,floors,Location
 Phan Châu Trinh,Phước Ninh,hải châu,14.5,84,Tây,Nhà mặt tiền,Giấy tờ hợp lệ,4.45,18.8,3,"16.05775,108.21896"
 Hưng Hoá 7,Hòa Cường Nam,hải châu,5.7,7,Nam,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,16,3,"16.0353,108.21745"
 Nguyễn Tri Phương,Hòa Thuận Tây,hải châu,,500,Đông,Nhà mặt tiền,Giấy tờ hợp lệ,11,25,3,"16.05232,108.21081"
 Nguyễn Sơn,Hòa Cường Nam,hải châu,12,126,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,7,19,3,"16.03095,108.22963"
 Văn Cận,Khuê Trung,cẩm lệ,5.6,10,Nam,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,22,1,"16.0359,108.21148"
 Đường Nguyễn Khánh Toàn,Hòa Cường Bắc,hải châu,5.9,94,Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,20,1,"16.03653,108.21447"
 Lê Lộ,Mỹ An,ngũ hành sơn,11.7,81,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,18,4,"16.05296,108.24516"
 Hàn Thuyên,Hòa Cường Bắc,hải châu,8,108,Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,24,3,"16.03936,108.21621"
 Lê Thanh Nghị,Hòa Cường Nam,hải châu,11.5,70,Tây,Nhà mặt tiền,Giấy tờ hợp lệ,5,14,2,"16.03029,108.21903"
 Lương Thế Vinh,An Hải Đông,sơn trà,2.5,55,Không,Nhà trong hẻm,Giấy tờ hợp lệ,12,,1,"16.06336,108.236"
 Đỗ Bá,Mỹ An,ngũ hành sơn,4.8,50,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4,,1,"16.05193,108.24696"
 An Dương Vương,Mỹ An,ngũ hành sơn,6.95,100,Không,Nhà mặt tiền,Không có,,,3,"16.04387,108.23749"
 An Thượng 1,Mỹ An,ngũ hành sơn,4.25,60,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,,1,"16.0499,108.2482"
 Nguyễn Phong Sắc,Khuê Trung,cẩm lệ,3.45,114,Không,Nhà trong hẻm,Giấy tờ hợp lệ,4,,2,"16.02711,108.21174"
 0-0 Ngô Quyền,An Hải Đông,sơn trà,2.85,67,Không,Nhà trong hẻm,Giấy tờ hợp lệ,4.3,15.6,1,"16.09631,108.24529"
 Lưu Trọng Lư,Hòa Cường Nam,hải châu,5.2,70,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,4,,2,"16.03176,108.23118"
 Bình An 2,Hòa Cường Bắc,hải châu,4.5,61,Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,,3,"16.03916,108.21738"
 Bàu Tràm 1,Khuê Trung,cẩm lệ,6.5,76,Đông,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,,3,"16.03241,108.21184"
 Phan Kế Bính,Thuận Phước,hải châu,6.5,67,Nam,Nhà mặt tiền,Giấy tờ hợp lệ,4.3,,1,"16.08237,108.21864"
 Ỷ Lan Nguyên Phi,Hòa Cường Bắc,hải châu,6.9,90,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,,1,"16.04088,108.21625"
 Nguyễn Hữu Dật,Hòa Cường Bắc,hải châu,10.2,100,Tây,Nhà mặt tiền,Giấy tờ hợp lệ,5,20,2,"16.04199,108.21356"
 Hoa Lư,Nại Hiên Đông,sơn trà,3.4,7,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,4,,1,"16.09495,108.2331"
 Đoàn Khuê,Khuê Mỹ,ngũ hành sơn,15,19,Không,Nhà mặt tiền,Giấy tờ hợp lệ,10,,6,"16.02914,108.24223"
 Tôn Thất Tùng,Thạc Gián,thanh khê,7.5,90,Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,,3,"16.0581,108.21239"
 Tôn Thất Thiệp,Mỹ An,ngũ hành sơn,5.15,61,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5,,1,"16.04759,108.24089"
 Thạch Lam,Phước Mỹ,sơn trà,6.4,81,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5,16,2,"16.05732,108.24438"
 Dương Vân Nga,Nại Hiên Đông,sơn trà,6.8,100,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5,20,4,"16.09172,108.23162"
 Ngô Trí Hòa,Nại Hiên Đông,sơn trà,3.2,7,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,4,18,1,"16.09121,108.23348"
 Nguyễn Xuân Khoát,An Hải Bắc,sơn trà,9,110,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5,22,2,"16.06982,108.23675"
 Nhơn Hòa 19,Hòa An,cẩm lệ,3.05,113,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5,,1,"16.04976,108.17222"
 Tạ Mỹ Duật,An Hải Bắc,sơn trà,7.4,88,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5,,3,"16.06909,108.23592"
 Hoài Thanh,Mỹ An,ngũ hành sơn,6,7,Tây,Nhà mặt tiền,Giấy tờ hợp lệ,6,,3,"16.04427,108.23848"
 Hồ Trung Lượng,Hòa Xuân,cẩm lệ,5.7,100,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5,20,4,"16.01794,108.23238"
 Bùi Xương Trạch,Khuê Trung,cẩm lệ,4.2,144,Đông,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,,1,"16.02201,108.20569"
 Huỳnh Lý,Thanh Bình,hải châu,3.95,56,Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,4,,1,"16.08951,108.21704"
 Mẹ Thứ,Hòa Xuân,cẩm lệ,4.8,100,Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5,20,2,"16.00062,108.21767"
 Nguyễn Tri Phương,Vĩnh Trung,thanh khê,8.8,10,Tây,Nhà mặt tiền,Giấy tờ hợp lệ,3.6,,5,"16.06071,108.20523"
 Vũ Lăng,Hòa Phát,cẩm lệ,2.65,58,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,4,,1,"15.97871,108.21611"
 An Mỹ,An Hải Tây,sơn trà,4.7,56,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,4,,1,"16.06265,108.23121"
 Nguyễn Thuật,Hòa An,cẩm lệ,4.2,125,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5,25,2,"16.0521,108.17708"
 Hòa Minh 8,Hòa Minh,liên chiểu,4.3,81,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,18.1,3,"16.08105,108.16354"
 Đào Sư Tích,Hòa Minh,liên chiểu,3.85,60,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5,20,3,"16.05359,108.16691"
 Đặng Như Mai,Hòa An,cẩm lệ,3,88,Tây,Nhà mặt tiền,Giấy tờ hợp lệ,6,,1,"16.05246,108.17142"
 Nguyễn Nho Túy,Khuê Trung,cẩm lệ,4.2,75,Tây,Nhà mặt tiền,Giấy tờ hợp lệ,5,15,2,"16.02092,108.20847"
 Lê Ninh,An Hải Bắc,sơn trà,10.9,89,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,19.8,5,"16.07281,108.23758"
 Hòa Minh 3,Hòa Minh,liên chiểu,3.49,7,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,,2,"16.08204,108.16245"
 Nguyễn Duy Hiệu,An Hải Đông,sơn trà,4.95,9,Đông Bắc,Nhà trong hẻm,Giấy tờ hợp lệ,5,18.5,1,"16.05584,108.23943"
 Bình Thái 4,Hòa Thọ Đông,cẩm lệ,2.45,61,Nam,Nhà trong hẻm,Giấy tờ hợp lệ,5,12,2,"16.01393,108.20296"
 Hoàng Văn Thái,Hòa Khánh Nam,liên chiểu,2.4,120,Tây,Nhà trong hẻm,Giấy tờ hợp lệ,5,24,1,"16.05849,108.15735"
 Nguyễn Phong Sắc,Khuê Trung,cẩm lệ,3.49,114,Đông Nam,Nhà trong hẻm,Giấy tờ hợp lệ,4,,2,"16.02711,108.21174"
 Hà Văn Trí,Khuê Trung,cẩm lệ,2.3,81,Đông,Nhà trong hẻm,Không có,4.2,,2,"16.02822,108.21111"
 Đống Đa,Thuận Phước,hải châu,5.5,105,Tây Bắc,Nhà trong hẻm,Giấy tờ hợp lệ,4.4,,2,"16.07503,108.21489"
 Hoàng Văn Thụ,Phước Ninh,hải châu,4.1,45,Tây Nam,Nhà trong hẻm,Giấy tờ hợp lệ,4,,2,"16.06295,108.22043"
 Ông Ích Khiêm,Nam Dương,hải châu,4.95,55,Tây Nam,Nhà trong hẻm,Giấy tờ hợp lệ,4,,4,"16.07838,108.21186"
 Nguyễn Chánh,Hòa Khánh Bắc,liên chiểu,1.9,108,Đông Bắc,Nhà trong hẻm,Giấy tờ hợp lệ,7,,1,"16.0861,108.15222"
 Huỳnh Tấn Phát,Hòa Cường Bắc,hải châu,9.6,98,Tây,Nhà mặt tiền,Giấy tờ hợp lệ,5,19.5,2,"16.03781,108.21405"
 Quán Khái,Hòa Hải,ngũ hành sơn,2.85,68,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5,15,2,"15.98952,108.25636"
 Nguyễn Thành Hãn,Hòa Thuận Tây,hải châu,2.65,59,Tây Bắc,Nhà trong hẻm,Không có,4.5,12.5,1,"16.04617,108.20828"
 Ngô Thị Liễu,Hòa Cường Nam,hải châu,6.5,8,Đông,Nhà mặt tiền,Giấy tờ hợp lệ,5,16.5,3,"16.03786,108.21455"
 Đặng Thùy Trâm,Hòa Thuận Tây,hải châu,4.6,78,Tây Nam,Nhà trong hẻm,Giấy tờ hợp lệ,4,16,2,"16.05255,108.20845"
 Nguyễn Văn Thoại,Mỹ An,ngũ hành sơn,21,141,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5.2,26,2,"16.05129,108.24253"
 20 Lý Tự Trọng,Thạch Thang,hải châu,4.99,90,Không,Nhà mặt tiền,Giấy tờ hợp lệ,6,17,3,"16.07719,108.21876"
 Tiểu La,Hòa Cường Bắc,hải châu,7.5,43,Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,3.55,12.4,3,"16.04649,108.22182"
 Hoàng Đình Ái,Hòa Xuân,cẩm lệ,4.35,125,Đông,Nhà mặt tiền,Giấy tờ hợp lệ,5,25,2,"15.99713,108.21506"
 Lý Tự Trọng,Thanh Bình,hải châu,6.5,108,Tây Bắc,Nhà trong hẻm,Giấy tờ hợp lệ,5,21,3,"16.07853,108.21389"
 Hóa Sơn 2,Hòa Cường Nam,hải châu,3.6,56,Đông,Nhà mặt tiền,Giấy tờ hợp lệ,4,14,2,"16.03189,108.22724"
 Hồ Nguyên Trừng,Hòa Cường Nam,hải châu,7.3,90,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,20,3,"16.03157,108.21888"
 Mỹ An 12,Mỹ An,ngũ hành sơn,5.2,100,Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5,20,2,"16.04145,108.239"
 An Thượng 20,Mỹ An,ngũ hành sơn,7,81,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,18,3,"16.051,108.23933"
 Núi Thành,Hòa Thuận Đông,hải châu,24,123,Đông,Nhà mặt tiền,Giấy tờ hợp lệ,7.1,17.85,2,"16.03194,108.22279"
 Phan Trọng Tuệ,Hòa Cường Nam,hải châu,5.8,70,Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5,14,4,"16.03274,108.21866"
 Man Thiện,Hòa Thuận Tây,hải châu,8.9,96,Đông,Nhà mặt tiền,Giấy tờ hợp lệ,5,19,3,"16.05362,108.20609"
 Tô Hiến Thành,Phước Mỹ,sơn trà,13,133,Đông Bắc,Nhà trong hẻm,Giấy tờ hợp lệ,4.9,26,3,"16.06028,108.24304"
 Nguyễn Thiện Kế,An Hải Đông,sơn trà,5,77,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,15,1,"16.06034,108.23891"
 Điện Biên Phủ,Chính Gián,thanh khê,3.4,6,Không,Nhà trong hẻm,Giấy tờ hợp lệ,5.6,11,2,"16.06715,108.196"
 38 Lê Hữu Trác,An Hải Đông,sơn trà,5.1,86,Đông,Nhà trong hẻm,Giấy tờ hợp lệ,3.9,22,3,"16.05688,108.2383"
 Tôn Thất Thiệp,Mỹ An,ngũ hành sơn,4.99,61,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5,11,2,"16.04759,108.24089"
 Đinh Tiên Hoàng,Tam Thuận,thanh khê,2.95,46,Tây Nam,Nhà trong hẻm,Giấy tờ hợp lệ,3.3,14,2,"16.07516,108.20869"
 Nguyễn Mậu Tài,Hòa Xuân,cẩm lệ,6.4,100,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5,20,3,"16.05217,108.17555"
 Lê Ninh,An Hải Bắc,sơn trà,10.9,88,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,19,5,"16.07281,108.23758"
 Bình Hòa 4,Khuê Trung,cẩm lệ,5.5,100,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5,20,2,"16.02489905,108.21239205"
 Đoàn Thị Điểm,Hải Châu II,hải châu,2.05,30,Tây,Nhà trong hẻm,Giấy tờ hợp lệ,4.5,8,2,"16.06643,108.21677"
 Thái Thị Bôi,Chính Gián,thanh khê,5.2,70,Tây,Nhà mặt tiền,Giấy tờ hợp lệ,4.4,16,3,"16.06831,108.1972"
 K33 Nam Cao,Hòa Khánh Nam,liên chiểu,2.85,117,Không,Nhà trong hẻm,Không có,5,,,"16.06656,108.15138"
 K34 Âu Cơ,Hòa Khánh Bắc,liên chiểu,2.1,76,Không,Nhà trong hẻm,Giấy tờ hợp lệ,4,,,"16.07146,108.14959"
 161/53 Phạm Như Xương,Hòa Khánh Nam,liên chiểu,1.78,81,Không,Nhà trong hẻm,Giấy tờ hợp lệ,4.5,,,"16.06504,108.14983"
 29 Bạch Thái Bưởi,Hòa Khánh Nam,liên chiểu,4.25,97,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,,,"16.06925,108.14777"
 Nguyễn Chánh,Hòa Hiệp Bắc,liên chiểu,3,110,Không,Nhà trong hẻm,Giấy tờ hợp lệ,5.02,,2,"16.0861,108.15222"
 Thanh Lương 15,Hòa Xuân,cẩm lệ,4.2,100,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5,20,2,"16.0086,108.21612"
 An Thượng 29,Mỹ An,ngũ hành sơn,9.5,71,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5.06,14.18,4,"16.04714,108.2421"
 2/9,Hòa Cường Nam,hải châu,9,89,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,4.44,16.85,4,"16.08311,108.22194"
 Trần Tấn Mới,Hòa Thuận Tây,hải châu,10.5,90,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5,18,5,"16.04111,108.20855"
 Lê Văn Thiêm,An Hải Bắc,sơn trà,5.5,75,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,15,3,"16.08224,108.23344"
 Nại Hiên Đông 12,Nại Hiên Đông,sơn trà,3.6,70,Tây Bắc,Nhà mặt tiền,Không có,4.5,15.3,3,"16.09454,108.22894"
 Bùi Dương Lịch,Nại Hiên Đông,sơn trà,4.5,7,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,4,18,3,"16.0895,108.23283"
 An Cư 5,An Hải Bắc,sơn trà,7.6,85,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,17,3,"16.07401,108.24196"
 Bùi Huy Bích,Nại Hiên Đông,sơn trà,3.9,7,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,4,18,2,"16.09251,108.23074"
 Võ Trường Toản,An Hải Bắc,sơn trà,3.6,5,Đông,Nhà mặt tiền,Giấy tờ hợp lệ,4,13,2,"16.08015,108.22958"
 Nại Hiên Đông 12,Nại Hiên Đông,sơn trà,3.2,65,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,15,2,"16.09454,108.22894"
 Nại Hiên Đông 2,Nại Hiên Đông,sơn trà,3.3,7,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,4,18,2,"16.0918,108.23483"
 Nại Thịnh 1,Nại Hiên Đông,sơn trà,2.9,60,Tây Nam,Nhà mặt tiền,Không có,4,15,2,"16.08932,108.23575"
 An Trung,An Hải Tây,sơn trà,3.3,55,Bắc,Nhà mặt tiền,Không có,5.5,10,2,"16.05658,108.23506"
 Tạ Mỹ Duật,An Hải Bắc,sơn trà,7.95,88,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5,17.5,2,"16.06909,108.23592"
 Nguyễn Địa Lô,Nại Hiên Đông,sơn trà,3.5,7,Không,Nhà mặt tiền,Không có,4,18,2,"16.09272,108.23492"
 An Mỹ,An Hải Tây,sơn trà,5.3,56,Bắc,Nhà trong hẻm,Giấy tờ hợp lệ,4,14,4,"16.06265,108.23121"
 Chế Lan Viên,Mỹ An,ngũ hành sơn,4.85,65,Tây Bắc,Nhà trong hẻm,Không có,4.5,14,3,"16.04228,108.24575"
 Tân Phú 2,Mân Thái,sơn trà,4.3,80,Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5,16,2,"16.08437,108.24514"
 Nam Thọ 4,Thọ Quang,sơn trà,3.8,81,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,18,2,"16.09219,108.24648"
 Dương Vân Nga,Nại Hiên Đông,sơn trà,6.2,100,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5,20,3,"16.09172,108.23162"
 Trần Duy Chiến,Mân Thái,sơn trà,3.65,38,Đông,Nhà mặt tiền,Giấy tờ hợp lệ,4,10,1,"16.10795,108.25824"
 Nguyễn Công Trứ,An Hải Đông,sơn trà,3.3,67,Đông Nam,Nhà trong hẻm,Không có,4,17,2,"16.06847,108.23054"
 Kỳ Đồng,Chính Gián,thanh khê,8.3,85,Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5,17,4,"16.0714016,108.19120789"
 Hồ Nguyên Trừng,Hải Châu I,hải châu,7.3,90,Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5,18,4,"16.03157,108.21888"
 Trương Chí Cương,Hòa Cường Nam,hải châu,2.55,66,Tây Nam,Nhà trong hẻm,Giấy tờ hợp lệ,3,22,1,"16.03006,108.22549"
 Hoàng Ngọc Phách,Khuê Trung,cẩm lệ,4,96,Không,Nhà mặt tiền,Không có,6,,2,"16.01482,108.20876"
 Trưng Nữ Vương,Hòa Thuận Tây,hải châu,4.85,90,Không,Nhà trong hẻm,Giấy tờ hợp lệ,5,19,2,"16.05375,108.21903"
 Thăng Long,Hòa Cường Nam,hải châu,12.35,135,Không,Nhà mặt tiền,Giấy tờ hợp lệ,16,8.5,3,"16.02925,108.22688"
 Bình Thái 3,Hòa Thọ Đông,cẩm lệ,3.1,100,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,20,2,"16.01628,108.20353"
 Huỳnh Ngọc Huệ,An Khê,thanh khê,7.48,115,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,23,3,"16.06024,108.18557"
 Kỳ Đồng,An Khê,thanh khê,35.9,65,Không,Nhà trong hẻm,Giấy tờ hợp lệ,5,13,2,"16.0714016,108.19120789"
 Nguyễn Quý Đức,Khuê Trung,cẩm lệ,4.3,100,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,20,2,"16.01761,108.20814"
 Kỳ Đồng,Hòa Khê,thanh khê,7.99,104,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,,3,"16.0714016,108.19120789"
 Lý Tự Trọng,Hải Châu I,hải châu,5.3,60,Không,Nhà trong hẻm,Giấy tờ hợp lệ,6,10,4,"16.07853,108.21389"
 Phạm Văn Nghị,Hòa Cường Bắc,hải châu,4.45,51,Tây Bắc,Nhà trong hẻm,Giấy tờ hợp lệ,5,10,4,"16.03197,108.22656"
 Lê Thạch,Hòa An,cẩm lệ,7.15,120,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,24,4,"16.05024,108.17359"
 Nguyễn Tri Phương,Hòa Thuận Tây,hải châu,8.5,7,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4,18,2,"16.05232,108.21081"
 Nguyễn Tri Phương,Hòa Thuận Tây,hải châu,8.5,7,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4,20,2,"16.05232,108.21081"
 An Thượng 15,Mỹ An,ngũ hành sơn,3.5,45,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,10,2,"16.04751,108.24199"
 Đinh Lễ,Nại Hiên Đông,sơn trà,3.65,75,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5,15,2,"16.08749,108.23905"
 Bùi Dương Lịch,Nại Hiên Đông,sơn trà,4.5,7,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,4,18,3,"16.0895,108.23283"
 Ngô Quyền,Thọ Quang,sơn trà,2.4,6,Tây Nam,Nhà trong hẻm,Giấy tờ hợp lệ,7,8,2,"16.09631,108.24529"
 Cổ Mân 7,Mân Thái,sơn trà,2.95,75,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5,15,1,"16.09018,108.24077"
 Hải Triều,Hòa Hải,ngũ hành sơn,5.6,130,Không,Nhà mặt tiền,Giấy tờ hợp lệ,8,16,2,"16.01137,108.25418"
 Hoài Thanh,Mỹ An,ngũ hành sơn,5.6,69,Tây,Nhà mặt tiền,Giấy tờ hợp lệ,6,11.5,4,"16.04427,108.23848"
 K20,Khuê Mỹ,ngũ hành sơn,10.5,170,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5.7,30,5,"16.02427,108.24882"
 Núi Thành,Hòa Thuận Đông,hải châu,24,123,Đông,Nhà mặt tiền,Giấy tờ hợp lệ,7.1,17,2,"16.03194,108.22279"
 Núi Thành,Hòa Cường Bắc,hải châu,28,156,Tây,Nhà mặt tiền,Giấy tờ hợp lệ,7.8,20,2,"16.03194,108.22279"
 Đa Phước 2,Khuê Mỹ,ngũ hành sơn,7,100,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5,20,3,"16.02753,108.24008"
 Trần Thanh Mại,Phước Mỹ,sơn trà,7.65,75,Đông,Nhà mặt tiền,Giấy tờ hợp lệ,5,15,4,"16.07545,108.24057"
 Hà Bổng,Phước Mỹ,sơn trà,19.2,198,Nam,Nhà mặt tiền,Giấy tờ hợp lệ,7.5,21,5,"16.06664,108.24441"
 Chu Văn An,Bình Hiên,hải châu,19,124,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,9,14,3,"16.05698,108.218"
 Lê Văn Hiến,Khuê Mỹ,ngũ hành sơn,7.2,70,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,3.6,19.6,4,"15.97728,108.26048"
 Đa Mặn 14,Khuê Mỹ,ngũ hành sơn,4.85,81,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,18,2,"16.03101,108.24588"
 Bùi Tá Hán,Khuê Mỹ,ngũ hành sơn,9.5,95,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,21.5,4,"16.0297,108.24197"
 Đa Mặn 5,Khuê Mỹ,ngũ hành sơn,4.7,90,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5,18,3,"16.03131,108.24594"
 Lê Hy Cát,Khuê Mỹ,ngũ hành sơn,5.3,90,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,20,2,"16.02846,108.24085"
 Ngô Quyền,Mân Thái,sơn trà,11,125,Đông,Nhà mặt tiền,Giấy tờ hợp lệ,5,25,3,"16.09631,108.24529"
 Trung Lương,Hòa Xuân,cẩm lệ,3.45,110,Không,Nhà mặt tiền,Không có,,,2,"16.00142,108.21824"
 Mai Lão Bạng,Thuận Phước,hải châu,3.75,50,Đông Nam,Nhà trong hẻm,Giấy tờ hợp lệ,4.5,10,4,"16.08414,108.21865"
 Lý Tự Trọng,Thanh Bình,hải châu,9.5,105,Tây Bắc,Nhà trong hẻm,Không có,5,21,5,"16.07853,108.21389"
 Thanh Thủy,Thanh Bình,hải châu,8.8,65,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,14.8,3,"16.08232,108.21374"
 Ông Ích Khiêm,Thanh Bình,hải châu,8.5,4,Tây,Nhà mặt tiền,Giấy tờ hợp lệ,4,12,4,"16.07838,108.21186"
 Nguyễn Thành Ý,Hòa Cường Nam,hải châu,5.5,80,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4,20,3,"16.03156,108.22876"
 Hải Hồ,Thanh Bình,hải châu,6.5,57,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4,16.5,2,"16.08023,108.21557"
 Nguyễn Chích,Hòa Minh,liên chiểu,5.95,75,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5,,3,"16.07241,108.16908"
 Nguyễn Công Trứ,An Hải Đông,sơn trà,4.8,100,Đông,Nhà trong hẻm,Giấy tờ hợp lệ,7,,1,"16.06847,108.23054"
 Đống Đa,Thuận Phước,hải châu,3.8,8,Đông Nam,Nhà trong hẻm,Giấy tờ hợp lệ,4,,4,"16.07503,108.21489"
 Nguyễn Phước Lan,Hòa Xuân,cẩm lệ,5.5,1,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5,,3,"16.01921,108.22935"
 Bà Huyện Thanh Quan,Mỹ An,ngũ hành sơn,34,413,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,11,,2,"16.04376,108.24501"
 Trường Sơn,Xã Hòa Nhơn,hòa vang,4.05,13,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,6,,3,"16.009,108.15705"
 Nhơn Hòa 5,Hòa An,cẩm lệ,3.4,90,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5,,2,"16.04769,108.17383"
 Tú Quỳ,Hòa Minh,liên chiểu,3.5,87,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5,,2,"16.0528,108.1681"
 Điện Biên Phủ,Chính Gián,thanh khê,148,105,Nam,Nhà mặt tiền,Giấy tờ hợp lệ,4,,2,"16.06715,108.196"
 Nguyễn Phước Lan,Hòa Xuân,cẩm lệ,5.65,110,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5,,3,"16.01921,108.22935"
 Tô Hiệu,Hòa Minh,liên chiểu,3.79,65,Tây Nam,Nhà trong hẻm,Giấy tờ hợp lệ,4.8,14,3,"16.06424,108.16672"
 Phan Thanh,Tân Chính,hải châu,3.2,50,Không,Nhà trong hẻm,Giấy tờ hợp lệ,5.5,9,3,"16.05403,108.22089"
 Dương Đình Nghệ,An Hải Bắc,sơn trà,16.5,107,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,22,6,"16.06888,108.24414"
 Phan Thanh,Chính Gián,thanh khê,3.4,50,Không,Nhà trong hẻm,Giấy tờ hợp lệ,5.5,9,3,"16.06302,108.20878"
 187 Mai Văn Ngọc,Hòa Hiệp Nam,liên chiểu,3.35,105,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5,21,2,"16.09814,108.13562"
 Trần Thanh Trung,Thanh Khê Tây,thanh khê,5.9,81,Đông,Nhà mặt tiền,Không có,4.5,18,3,"16.07009,108.17672"
 Tôn Thất Tùng,Thạc Gián,thanh khê,7.9,90,Bắc,Nhà mặt tiền,Không có,4.5,20,3,"16.0581,108.21239"
